in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7,in_8,in_9,move_target,repro_target,episode_id,agent_id
-1.0,0.0,0.0,0.042,1.0,1.0,1.0,0.0,0.0,2.6094659689666537,4,1,1,19
4.689369640886074,4.091922833364039,4.446320952570257,6.722228613686626,0.0,0.0,0.0,0.0,0.0,2.5958346687087586,3,0,1,20
0.6574803803397242,5.260842795248844,0.5611669337417518,6.430351847452963,0.0,0.0,0.0,0.0,3.764228613686626,3.127667734967007,3,0,1,20
0.6994803803397243,5.302842795248844,0.6031669337417518,3.4723518474529627,0.0,0.0,0.0,1.0,0.8062286136866259,4.178667734967007,1,1,1,20
0.0,0.7502543719154922,1.2179228333640388,0.0,1.0,0.0,1.0,1.0,2.3448427952488435,2.7224670939868028,4,0,1,20
0.0,0.7922543719154922,1.8044162521613993,0.0,0.0,0.0,0.0,0.0,0.0,3.160309889235646,2,0,1,20
0.7291669337417519,1.779167575327036,0.0,0.6740619778471293,0.0,1.0,1.0,0.0,0.0,2.425664163549916,0,1,1,20
3.499514294558428,-1.0,2.654318295182084,0.525885221153062,0.0,1.0,0.0,0.0,0.0,1.8862361447929974,0,1,1,25
2.36947284107936,0.4192472289585995,7.667936919618637,3.60622654804022,0.0,0.0,0.0,1.0,0.5415142945584277,1.8054944579171988,2,0,1,25
6.638806267276796,2.7383182951820837,5.3371583115097065,0.9446131861418675,0.0,0.0,0.0,0.0,4.709936919618637,2.495395566333759,0,0,1,25
0.0,5.2510160328853885,5.646072927113501,2.4534728410793596,1.0,0.0,0.0,0.0,3.680806267276796,3.047316453067007,2,0,1,25
4.439898137094206,5.421158311509706,3.4767731229512204,4.332269557890197,1.0,0.0,0.0,0.0,2.6880729271135007,3.488853162453606,1,0,1,25
3.427843559604222,1.1520206254894259,4.651991458271566,5.335016032885388,0.0,0.0,1.0,0.0,2.463158311509706,3.8420825299628847,3,0,1,25
1.416269557890197,2.906318295182083,3.2735748175022827,0.084,1.0,0.0,0.0,0.0,2.377016032885388,4.124666023970308,2,0,1,25
0.0,0.0,0.0,3.243949237679449,0.0,0.0,1.0,0.0,0.31557481750228256,4.350732819176247,3,0,1,25
0.0,2.9903182951820826,0.0,0.168,0.0,0.0,1.0,0.0,0.285949237679449,4.531586255340997,1,0,1,25
1.2342664887476487,-1.0,0.084,0.7552472289585997,0.0,1.0,0.0,0.0,0.0323182951820824,4.676269004272798,0,0,1,25
0.084,1.0095720960366419,0.042,0.252,0.0,0.0,0.0,0.0,0.0,3.068281692165887,1,0,1,25
0.6556563384331775,-1.0,0.168,0.8392472289585998,0.0,1.0,0.0,0.0,0.0,1.5571974497693517,3,1,1,25
5.253158311509707,-1.0,5.35148472677648,2.654318295182084,0.0,1.0,0.0,0.0,4.306426214614404,4.637676912832725,4,0,1,26
5.295158311509707,-1.0,5.39348472677648,2.696318295182084,0.0,1.0,0.0,0.0,1.3484262146144035,5.688676912832725,4,0,1,26
5.3371583115097065,-1.0,5.43548472677648,2.7383182951820837,0.0,1.0,0.0,0.0,0.0,5.1301031274471285,2,0,1,26
7.567991458271567,-1.0,-1.0,1.0680206254894258,0.0,1.0,1.0,0.0,2.4774847267764795,5.155082501957703,4,0,1,26
7.609991458271566,-1.0,-1.0,1.1100206254894258,0.0,1.0,1.0,0.0,0.0,5.725567228734183,0,1,1,26
0.5187731229512202,0.0,-1.0,2.463158311509706,1.0,1.0,1.0,1.0,4.651991458271566,3.3412268914936734,4,0,1,26
0.0,0.0,-1.0,3.2735748175022827,0.0,0.0,1.0,0.0,1.693991458271566,4.3922268914936735,4,1,1,26
0.0,0.0,-1.0,0.31557481750228256,0.0,1.0,1.0,1.0,0.0,1.9831049040184028,4,1,1,26
0.9769186764756759,7.372026450983504,1.4379532043558687,0.0,1.0,0.0,0.0,1.0,4.996063604607547,5.1226374728641115,1,0,1,32
6.062591099180369,6.412882308434321,6.663772450356127,4.793622319393249,0.0,0.0,0.0,1.0,4.414026450983504,5.149109978291289,2,1,1,32
0.0,2.3514672819659603,4.90215817265547,2.4858484466417616,1.0,0.0,1.0,1.0,3.705772450356127,3.1106439913165156,4,0,1,32
0.051041771747541854,2.39346728196596,1.9441581726554702,0.0,0.0,0.0,1.0,1.0,0.7477724503561269,4.161643991316516,1,0,1,32
1.6221012486194302,5.498116576970432,0.7867737297267088,0.0,0.0,0.0,0.0,1.0,0.0,3.815782475019173,1,0,1,32
0.8051564950038347,0.042,0.0,0.37605785766249544,0.0,0.0,1.0,0.0,2.5401165769704317,4.103625980015338,4,0,1,32
0.0,0.084,0.18067808228282464,0.4180578576624954,0.0,0.0,0.0,0.0,0.0,4.73674255698577,4,1,1,32
0.042,0.0,0.0,0.4600578576624954,0.0,0.0,1.0,0.0,0.0,0.46137127849288495,3,0,1,32
7.751622319393249,2.889773179975382,6.370882308434322,1.601826770641716,0.0,0.0,0.0,0.0,2.3910139380705155,2.7934140804606935,0,0,1,39
4.793622319393249,0.0,6.412882308434321,1.643826770641716,1.0,1.0,0.0,0.0,0.0,3.277428018531209,2,0,1,39
2.4858484466417616,0.0,2.3514672819659603,0.6974856037062419,1.0,1.0,0.0,0.0,3.454882308434321,3.672942414824967,4,0,1,39
0.0,0.2920578576624955,2.39346728196596,0.739485603706242,1.0,0.0,0.0,0.0,0.496882308434321,4.723942414824967,2,0,1,39
0.0,0.33405785766249546,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.3138247232592883,4,0,1,39
0.39849848759165546,0.37605785766249544,0.8051564950038347,0.042,0.0,0.0,0.0,0.0,0.0,1.4068247232592883,2,0,1,39
7.975492828929928,1.2345153285429336,5.5445184377790895,4.0142778130649885,0.0,0.0,0.0,0.0,3.1208217023238536,3.108375481289092,0,0,1,43
5.0,1.2765153285429336,5.586518437779089,4.056277813064988,1.0,0.0,0.0,0.0,0.1628217023238534,4.159375481289092,2,0,1,43
2.042,1.3185153285429336,2.628518437779089,4.098277813064988,1.0,0.0,1.0,0.0,0.0,2.4151971836129453,3,0,1,43
3.2271243516774764,0.0,0.5250394367225891,5.171695024648099,0.0,0.0,0.0,0.0,1.140277813064988,2.983157746890356,3,0,1,43
0.26912435167747617,0.042,0.5670394367225892,2.213695024648099,1.0,0.0,0.0,1.0,0.0,2.216435559955344,2,0,1,43
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4331878846868642,4,0,1,43
0.07278167058722859,4.446320952570257,6.017709409227013,4.689369640886074,0.0,0.0,0.0,0.0,1.7475765864251436,5.239276305833507,4,1,1,44
0.1147816705872286,4.488320952570257,6.059709409227013,1.731369640886074,0.0,0.0,0.0,1.0,0.0,2.460214739341897,2,0,1,44
8.0,3.1851243516774765,4.229224415751753,0.5340429478683795,0.0,0.0,0.0,0.0,3.1017094092270128,3.019171791473518,4,0,1,44
5.0,3.2271243516774764,1.2712244157517532,0.5760429478683795,1.0,0.0,1.0,0.0,0.14370940922701259,4.070171791473518,1,0,1,44
2.042,0.26912435167747617,1.5614008242445596,0.6180429478683795,1.0,1.0,0.0,0.0,0.0,2.3068812007005306,2,0,1,44
0.0,0.0,0.084,0.0,1.0,1.0,0.0,1.0,0.0,1.4999057848049842,4,0,1,44
1.4114156243939544,2.32747284107936,2.390629765116529,4.9069861908118675,0.0,0.0,0.0,0.0,2.6355136336064513,4.159015778492437,3,1,1,45
0.0,0.3289294322744606,3.5093167893049384,7.733264262448716,1.0,0.0,0.0,0.0,1.9489861908118673,2.7146063113969747,3,0,1,45
0.0,7.74818806988139,2.533907453091262,8.0,1.0,0.0,0.0,0.0,4.775264262448716,3.2226850491175796,3,0,1,45
0.042,0.8415237595509293,5.461801272272232,0.0,0.0,1.0,0.0,1.0,5.0,3.629148039294064,2,1,1,45
0.0,0.0,2.5038012722722316,0.0,0.0,1.0,1.0,0.0,2.042,2.865574019647032,4,1,1,45
0.042,0.0,2.895769502939701,0.0,0.0,0.0,0.0,0.0,0.0,1.5677870098235156,2,0,1,45
0.42316576958162816,0.0,0.042,0.35555740196470315,0.0,1.0,0.0,0.0,0.0,2.242999110798513,0,1,1,45
0.0,7.818158172655471,6.852253948256964,1.4379532043558687,1.0,0.0,0.0,0.0,2.850835205829168,3.729645216086441,4,0,1,48
0.36205994084493937,7.860158172655471,6.894253948256964,1.4799532043558687,0.0,0.0,0.0,0.0,0.0,4.673480421915609,1,0,1,48
0.9766960843831218,0.7027737297267087,0.0,3.705772450356127,0.0,0.0,0.0,1.0,4.90215817265547,4.789784337532487,4,0,1,48
0.0,0.7447737297267087,0.042,0.7477724503561269,0.0,0.0,0.0,1.0,1.9441581726554702,5.8407843375324875,4,0,1,48
0.042,0.7867737297267088,0.084,1.6221012486194302,0.0,0.0,0.0,0.0,0.0,5.877942510187958,4,0,1,48
0.084,0.8287737297267088,0.126,0.0,0.0,0.0,0.0,1.0,0.0,3.9709425101879576,4,0,1,48
0.126,0.0,0.168,0.27021903979721035,0.0,0.0,0.0,0.0,0.0,2.0639425101879576,4,0,1,48
0.168,0.042,0.21000000000000002,0.31221903979721033,0.0,0.0,0.0,0.0,0.0,0.15694251018795757,3,0,1,48
2.6018612227677504,-1.0,0.5678852211530621,1.9789835019655264,0.0,1.0,0.0,1.0,0.6621859336879061,2.613489963976692,0,1,1,63
7.74818806988139,0.0,0.6482265480402196,2.162805365641719,0.0,1.0,1.0,1.0,0.0,1.7402572083584271,0,1,1,63
5.461801272272232,0.0,0.41292943227446055,0.8415237595509293,0.0,0.0,0.0,1.0,4.79018806988139,1.7471028833433708,0,1,1,63
0.3391657695816282,5.181608646550064,0.0,2.042,0.0,0.0,1.0,1.0,2.5038012722722316,1.7498411533373481,1,1,1,63
2.895769502939701,0.042,0.0,0.0,0.0,0.0,0.0,0.0,2.2236086465500637,1.7509364613349392,0,1,1,63
0.0,0.084,0.042,0.0,1.0,0.0,0.0,0.0,0.0,1.192076877217533,4,1,1,63
2.6587276475390684,0.0,0.060144815542794744,0.0,0.0,1.0,0.0,1.0,0.0,1.0352988680292934,0,0,1,88
4.73667265515787,0.2490597736058587,0.0,0.4082681944811879,0.0,0.0,0.0,0.0,0.0,1.5799667419625028,0,1,1,88
2.213695024648099,0.0,0.042,4.737167575327036,1.0,0.0,0.0,0.0,1.7786726551578695,1.682986696785001,3,0,1,88
0.0,0.49226819448118786,0.0,0.0,1.0,0.0,1.0,0.0,1.779167575327036,2.3973893574280005,4,0,1,88
0.0,0.5342681944811879,0.0,0.042,0.0,0.0,0.0,0.0,0.0,2.2695569327550364,1,0,1,88
0.4959113865510073,0.084,0.126,0.126,0.0,0.0,0.0,0.0,0.0,0.44291374068521705,0,1,1,88
3.454882308434321,3.551316789304938,4.863141844186727,0.5712758982744713,1.0,0.0,1.0,0.0,0.0,1.2502892883124774,1,1,1,89
0.2920578576624955,2.4534728410793596,0.0,2.575907453091262,0.0,0.0,1.0,0.0,0.593316789304938,1.551115715324991,3,0,1,89
0.33405785766249546,2.4954728410793594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23743250462992904,1,1,1,89
0.0,0.042,4.374269557890197,0.0,0.0,0.0,0.0,0.0,0.0,0.6834458429313308,2,0,1,89
0.084,2.377016032885388,0.46984355960422164,0.17868916858626618,0.0,1.0,1.0,0.0,1.416269557890197,1.5977566743450646,4,1,1,89
0.0,3.243949237679449,0.0,0.2206891685862662,0.0,0.0,0.0,0.0,0.0,0.3081478950627292,1,1,1,89
2.034348903831418,1.1357921290391817,1.292933861448118,5.771496187750674,0.0,0.0,0.0,0.0,1.4307960654944933,3.495610048525813,3,0,2,3
2.887999989671334,0.0,2.1719180751996556,2.805201601519041,0.0,1.0,0.0,0.0,2.8134961877506734,3.84748803882065,4,0,2,3
0.0,1.244433747731151,2.2139180751996554,2.847201601519041,1.0,0.0,0.0,0.0,0.0,4.7539842265713235,3,0,2,3
0.6275481301033503,1.6367231926989172,0.9927968453142648,0.8538705992774158,0.0,0.0,0.0,0.0,0.0,4.743388982776099,4,0,2,3
0.0,0.0,0.0,0.8958705992774159,1.0,1.0,0.0,0.0,0.0,2.836388982776099,4,0,2,3
0.05879509897758309,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.929388982776099,4,0,2,3
2.1811667989762977,1.1154913470101404,0.6279704658911867,2.0903463413114682,0.0,0.0,0.0,1.0,2.8143439877236567,3.901781084361943,4,0,2,15
2.2231667989762975,1.1574913470101404,0.6699704658911867,0.0,0.0,0.0,0.0,1.0,0.0,4.8091250720856,0,0,2,15
-1.0,1.00382501441712,4.877839884751371,2.052308522531266,1.0,0.0,0.0,0.0,0.0,4.163466856644777,2,0,2,15
-1.0,0.0,-1.0,0.8746933713289555,1.0,1.0,1.0,0.0,1.9198398847513705,4.381773485315821,4,0,2,15
-1.0,0.16699037524169957,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.394613370067192,4,1,2,15
-1.0,0.20899037524169958,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2903066850335958,1,1,2,15
0.1624114366386948,6.79543064787754,7.620510365920262,-1.0,0.0,0.0,0.0,1.0,1.9272979700243011,2.6185933490138265,2,0,2,17
6.627173518011126,0.0,0.0,2.4930166398270663,0.0,1.0,1.0,0.0,4.662510365920262,3.145874679211061,0,0,2,17
3.6691735180111262,0.0,0.0,2.535016639827066,1.0,0.0,1.0,0.0,1.704510365920262,4.196874679211061,3,0,2,17
0.28841143663869484,0.0,2.585885301762474,-1.0,0.0,1.0,0.0,1.0,0.0,3.9855163831959146,2,0,2,17
4.170221420703938,0.084,0.042,0.839103276639183,0.0,0.0,0.0,0.0,0.0,3.867298408319205,0,0,2,17
1.212221420703938,0.126,0.084,0.0,1.0,0.0,0.0,0.0,0.0,1.960298408319205,4,0,2,17
0.0,0.168,0.0,0.042,1.0,0.0,0.0,0.0,0.0,0.05329840831920496,1,0,2,17
3.0444461261189373,2.832383547012614,2.6363417591573954,3.0703469389863205,1.0,0.0,0.0,0.0,3.5651655958199973,5.247844942503315,4,0,2,18
0.0864461261189371,2.874383547012614,2.6783417591573953,0.11234693898632031,1.0,0.0,0.0,1.0,0.6071655958199971,6.298844942503315,4,0,2,18
0.0,2.9163835470126136,2.720341759157395,0.0,1.0,0.0,0.0,1.0,0.0,4.999010538323312,1,0,2,18
1.0418021076646624,0.0,4.419185929280336,0.042,0.0,0.0,1.0,0.0,0.0,5.008591977671263,4,0,2,18
0.0,0.0,1.4611859292803357,0.084,0.0,0.0,1.0,0.0,0.0,3.101591977671263,4,0,2,18
0.042,0.042,0.0,0.126,0.0,0.0,1.0,0.0,0.0,1.194591977671263,4,0,2,18
3.167512403129699,6.389395155050389,5.929539464822162,7.620510365920262,0.0,0.0,0.0,0.0,1.2107733128173583,4.659466483296659,3,0,2,19
3.2095124031296987,3.4313951550503887,5.971539464822162,4.662510365920262,0.0,1.0,0.0,1.0,0.0,3.963239796114017,2,0,2,19
7.776742263507068,0.8575069120845151,3.17442957681087,0.0,0.0,0.0,0.0,1.0,3.013539464822162,4.221591836891213,0,0,2,19
0.0,3.8998578322004045,1.6330705209895866,0.2935124031296983,1.0,0.0,0.0,1.0,4.818742263507068,4.428273469512971,1,0,2,19
5.746396957409662,0.0,0.25842957681086975,0.042,0.0,0.0,1.0,0.0,0.9418578322004043,4.593618775610376,0,1,2,19
2.7883969574096614,0.0,0.0,0.084,1.0,1.0,1.0,0.0,0.0,1.3316672200055923,4,0,2,19
2.8144574016211212,2.281746144798979,7.297807928153453,2.5547507516508023,0.0,0.0,0.0,1.0,3.6649008955898275,2.8210334120299594,4,0,2,20
2.856457401621121,2.323746144798979,7.339807928153453,3.1210029515701914,0.0,0.0,0.0,0.0,0.7069008955898273,3.8720334120299595,2,0,2,20
2.898457401621121,2.3657461447989787,4.381807928153453,0.16300295157019118,0.0,0.0,1.0,1.0,0.0,2.671934307619787,0,0,2,20
0.126,0.5763868615239575,2.0092572517490916,0.0,0.0,0.0,0.0,1.0,0.0,3.12900484771695,2,0,2,20
3.2590869233942463,0.0,-1.0,0.6678009695433901,0.0,1.0,1.0,0.0,0.0,2.6054611299226513,0,0,2,20
0.126,0.5630922259845303,-1.0,0.042,0.0,0.0,1.0,0.0,0.30108692339424614,3.1353689039381214,4,0,2,20
