name,birth_bonus,survival_bonus,energy_scale,n_steps,gamma,scenario,mode,replica,seed,steps,mean_pop_last50,final_pop,max_pop,extinct,extinction_step,total_moves
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,2,240002,500,47.24,44,213,0,500,12308
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,0,20000,500,33.12,52,204,0,500,10623
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,1,20001,500,35.92,33,199,0,500,11816
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,2,20002,500,32.7,34,205,0,500,12250
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,3,20003,500,32.76,44,199,0,500,12070
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,4,20004,500,37.3,32,207,0,500,10390
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,5,20005,500,37.06,33,213,0,500,12796
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,6,20006,500,34.3,56,199,0,500,12131
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,7,20007,500,38.88,35,210,0,500,10870
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,8,20008,500,33.88,37,210,0,500,12624
n_steps_2,0.2,0.02,3.0,2,0.95,S2,rule_learn,9,20009,500,37.78,17,203,0,500,10742
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,0,120000,500,74.72222222222223,0,191,1,17,345
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,1,120001,500,60.77272727272727,0,189,1,21,355
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,2,120002,500,98.92307692307692,0,182,1,12,354
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,3,120003,500,79.875,0,194,1,15,409
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,3,240003,500,52.28,52,213,0,500,12296
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,5,240005,500,52.22,33,207,0,500,12407
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,4,120004,500,75.38888888888889,0,176,1,17,430
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,4,240004,500,51.46,33,211,0,500,12392
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,5,120005,500,102.92307692307692,0,189,1,12,371
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,7,120007,500,67.52631578947368,0,184,1,18,375
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,8,120008,500,85.2,0,190,1,14,350
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,9,120009,500,70.78947368421052,0,183,1,18,372
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,6,240006,500,51.26,40,210,0,500,12295
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,1,220001,500,94.28571428571429,0,202,1,13,286
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,4,220004,500,91.78571428571429,0,195,1,13,272
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,7,240007,500,50.5,66,202,0,500,12460
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,6,220006,500,35.0,0,199,1,167,3007
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,8,240008,500,49.06,82,215,0,500,12297
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,7,220007,500,94.6923076923077,0,202,1,12,246
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,9,240009,500,48.66,56,203,0,500,12273
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,0,30000,500,43.08,73,209,0,500,11987
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,1,30001,500,41.42,54,212,0,500,14511
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,2,30002,500,37.86,48,214,0,500,11881
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,3,30003,500,44.08,26,203,0,500,11959
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,4,30004,500,46.38,36,214,0,500,10106
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,5,30005,500,38.82,24,206,0,500,13181
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,6,30006,500,40.52,48,197,0,500,13392
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,7,30007,500,42.38,15,206,0,500,10327
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_learn,6,120006,500,42.6,51,198,0,500,6727
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,8,30008,500,39.8,19,217,0,500,12709
n_steps_2,0.2,0.02,3.0,2,0.95,S3,rule_learn,9,30009,500,42.32,94,219,0,500,11519
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,0,130000,500,73.42105263157895,0,200,1,18,384
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,2,130002,500,91.5625,0,198,1,15,402
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,0,220000,500,36.16,35,197,0,500,8884
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,2,220002,500,37.84,19,182,0,500,9146
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,3,220003,500,38.12,30,189,0,500,9352
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,3,130003,500,41.0,0,209,1,72,1003
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,5,130005,500,78.0,0,207,1,18,393
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,6,130006,500,87.375,0,205,1,15,347
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,1,130001,500,41.3,0,214,1,163,2585
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,5,220005,500,38.62,48,191,0,500,9073
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,7,130007,500,82.76470588235294,0,194,1,16,371
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,8,130008,500,93.53333333333333,0,198,1,14,360
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,9,130009,500,72.75,0,202,1,19,367
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,8,220008,500,34.88,27,198,0,500,8604
n_steps_2,0.2,0.02,3.0,2,0.95,S2,mlp_offline_learn,9,220009,500,38.4,51,186,0,500,9254
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_learn,4,130004,500,41.4,0,194,1,321,5746
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,0,230000,500,45.32,49,180,0,500,10981
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,2,230002,500,44.48,59,193,0,500,11271
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,1,230001,500,42.96,24,191,0,500,10966
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,0,40000,500,50.76,83,213,0,500,11898
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,3,230003,500,46.34,47,189,0,500,10964
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,1,40001,500,51.24,26,218,0,500,12731
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,3,40003,500,50.44,50,220,0,500,11862
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,2,40002,500,48.02,47,219,0,500,14462
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,4,230004,500,40.62,65,188,0,500,11104
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,4,40004,500,45.32,45,219,0,500,14188
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,5,40005,500,51.64,80,220,0,500,12475
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,6,40006,500,46.84,22,216,0,500,14370
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,7,40007,500,46.58,51,215,0,500,15443
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,8,40008,500,53.68,25,212,0,500,12896
n_steps_2,0.2,0.02,3.0,2,0.95,S4,rule_learn,9,40009,500,47.3,81,222,0,500,13355
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,0,140000,500,100.1875,0,212,1,15,379
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,2,140002,500,71.17391304347827,0,210,1,22,406
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,3,140003,500,100.625,0,201,1,15,388
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,5,230005,500,44.26,51,202,0,500,11310
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,6,140006,500,99.6875,0,205,1,15,387
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,6,230006,500,45.24,53,182,0,500,11139
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,7,140007,500,113.2,0,216,1,14,373
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,8,140008,500,110.53333333333333,0,217,1,14,376
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,7,230007,500,40.94,22,200,0,500,10995
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,8,230008,500,47.76,40,198,0,500,10741
n_steps_2,0.2,0.02,3.0,2,0.95,S3,mlp_offline_learn,9,230009,500,42.92,49,186,0,500,11018
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,1,140001,500,50.04,42,207,0,500,10443
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,4,140004,500,54.56,60,210,0,500,9215
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,5,140005,500,51.82,44,214,0,500,9308
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_learn,9,140009,500,53.66,28,203,0,500,10074
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,0,240000,500,49.96,36,214,0,500,12186
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,1,240001,500,53.08,46,208,0,500,12392
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,2,240002,500,51.42,42,213,0,500,12002
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,0,20000,500,33.12,52,204,0,500,10623
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,1,20001,500,35.92,33,199,0,500,11816
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,2,20002,500,32.7,34,205,0,500,12250
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,3,20003,500,32.76,44,199,0,500,12070
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,4,20004,500,37.3,32,207,0,500,10390
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,5,20005,500,37.06,33,213,0,500,12796
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,6,20006,500,34.3,56,199,0,500,12131
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,3,240003,500,51.0,25,213,0,500,12171
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,7,20007,500,38.88,35,210,0,500,10870
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,8,20008,500,33.88,37,210,0,500,12624
n_steps_8,0.2,0.02,3.0,8,0.95,S2,rule_learn,9,20009,500,37.78,17,203,0,500,10742
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,1,120001,500,60.77272727272727,0,189,1,21,355
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,0,120000,500,74.72222222222223,0,191,1,17,345
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,2,120002,500,98.92307692307692,0,182,1,12,354
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,4,120004,500,79.82352941176471,0,176,1,16,428
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,4,240004,500,51.14,53,211,0,500,12078
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,5,120005,500,102.92307692307692,0,189,1,12,371
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,3,120003,500,32.18,0,194,1,98,1576
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,7,120007,500,71.33333333333333,0,184,1,17,371
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,5,240005,500,50.42,20,208,0,500,12125
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,8,120008,500,85.2,0,190,1,14,350
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,1,220001,500,100.6923076923077,0,202,1,12,288
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,9,120009,500,31.52,0,183,1,57,817
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,6,240006,500,51.74,74,210,0,500,12187
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,2,220002,500,57.41025641025641,0,187,1,38,725
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,3,220003,500,53.19512195121951,0,189,1,40,697
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,7,240007,500,52.42,47,202,0,500,12406
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,8,240008,500,49.26,72,210,0,500,12418
n_steps_2,0.2,0.02,3.0,2,0.95,S4,mlp_offline_learn,9,240009,500,50.2,39,200,0,500,12242
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_learn,6,120006,500,32.5,88,198,0,500,6894
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,0,30000,500,43.08,73,209,0,500,11987
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,1,30001,500,41.42,54,212,0,500,14511
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,2,30002,500,37.86,48,214,0,500,11881
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,3,30003,500,44.08,26,203,0,500,11959
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,4,30004,500,46.38,36,214,0,500,10106
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,5,30005,500,38.82,24,206,0,500,13181
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,6,30006,500,40.52,48,197,0,500,13392
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,7,30007,500,42.38,15,206,0,500,10327
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,8,30008,500,39.8,19,217,0,500,12709
n_steps_8,0.2,0.02,3.0,8,0.95,S3,rule_learn,9,30009,500,42.32,94,219,0,500,11519
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,0,130000,500,73.42105263157895,0,200,1,18,384
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,0,220000,500,36.92,20,197,0,500,9554
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,2,130002,500,91.5625,0,198,1,15,402
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,4,220004,500,36.9,30,195,0,500,9616
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,3,130003,500,77.47368421052632,0,209,1,18,375
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,5,220005,500,36.56,64,192,0,500,9197
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,5,130005,500,78.0,0,207,1,18,393
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,6,220006,500,37.86,42,199,0,500,9177
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,6,130006,500,87.375,0,205,1,15,347
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,7,130007,500,100.14285714285714,0,193,1,13,375
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,8,130008,500,68.9,0,195,1,19,365
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,9,130009,500,96.13333333333334,0,200,1,14,377
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,1,130001,500,52.72,0,214,1,160,2083
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,7,220007,500,38.54,48,202,0,500,9205
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,8,220008,500,37.98,29,198,0,500,9500
n_steps_8,0.2,0.02,3.0,8,0.95,S2,mlp_offline_learn,9,220009,500,37.96,34,188,0,500,9380
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_learn,4,130004,500,43.96,31,194,0,500,8879
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,2,230002,500,42.58,0,193,1,396,8576
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,1,230001,500,43.98,40,185,0,500,11040
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,0,230000,500,45.08,66,180,0,500,11031
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,0,40000,500,50.76,83,213,0,500,11898
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,1,40001,500,51.24,26,218,0,500,12731
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,2,40002,500,48.02,47,219,0,500,14462
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,3,40003,500,50.44,50,220,0,500,11862
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,4,40004,500,45.32,45,219,0,500,14188
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,3,230003,500,43.92,39,189,0,500,11230
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,5,40005,500,51.64,80,220,0,500,12475
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,6,40006,500,46.84,22,216,0,500,14370
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,7,40007,500,46.58,51,215,0,500,15443
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,8,40008,500,53.68,25,212,0,500,12896
n_steps_8,0.2,0.02,3.0,8,0.95,S4,rule_learn,9,40009,500,47.3,81,222,0,500,13355
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,4,230004,500,45.64,14,189,0,500,10984
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,0,140000,500,100.1875,0,212,1,15,379
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,1,140001,500,67.30434782608695,0,207,1,22,387
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,5,230005,500,45.36,88,202,0,500,11331
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,6,230006,500,46.96,51,182,0,500,11112
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,2,140002,500,71.17391304347827,0,210,1,22,406
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,3,140003,500,108.2,0,201,1,14,397
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,6,140006,500,99.6875,0,205,1,15,387
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,7,140007,500,113.2,0,216,1,14,373
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,8,140008,500,88.0,0,217,1,18,374
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,7,230007,500,46.58,4,200,0,500,11023
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,8,230008,500,44.8,7,198,0,500,11181
n_steps_8,0.2,0.02,3.0,8,0.95,S3,mlp_offline_learn,9,230009,500,43.2,48,186,0,500,10947
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,4,140004,500,50.34,80,210,0,500,8163
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,5,140005,500,50.06,29,214,0,500,9333
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_learn,9,140009,500,46.6,85,203,0,500,9799
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,0,240000,500,50.56,72,214,0,500,12378
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,1,240001,500,49.42,40,208,0,500,12380
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,3,240003,500,49.96,58,213,0,500,12523
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,2,240002,500,49.8,16,213,0,500,12340
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,0,20000,500,33.12,52,204,0,500,10623
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,1,20001,500,35.92,33,199,0,500,11816
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,2,20002,500,32.7,34,205,0,500,12250
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,3,20003,500,32.76,44,199,0,500,12070
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,4,20004,500,37.3,32,207,0,500,10390
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,5,20005,500,37.06,33,213,0,500,12796
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,6,20006,500,34.3,56,199,0,500,12131
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,7,20007,500,38.88,35,210,0,500,10870
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,8,20008,500,33.88,37,210,0,500,12624
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,rule_learn,9,20009,500,37.78,17,203,0,500,10742
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,0,120000,500,74.72222222222223,0,191,1,17,345
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,1,120001,500,60.77272727272727,0,189,1,21,355
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,4,240004,500,52.24,46,211,0,500,12298
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,2,120002,500,98.92307692307692,0,182,1,12,354
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,3,120003,500,79.875,0,194,1,15,409
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,4,120004,500,79.82352941176471,0,176,1,16,428
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,5,120005,500,102.92307692307692,0,189,1,12,371
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,7,120007,500,67.52631578947368,0,184,1,18,375
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,8,120008,500,85.2,0,190,1,14,350
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,6,120006,500,27.96,0,198,1,146,2035
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,5,240005,500,48.18,44,207,0,500,12160
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,1,220001,500,100.6923076923077,0,202,1,12,288
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,6,240006,500,49.46,94,210,0,500,12237
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,7,240007,500,50.86,56,204,0,500,12374
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,9,240009,500,50.1,50,203,0,500,12189
n_steps_8,0.2,0.02,3.0,8,0.95,S4,mlp_offline_learn,8,240008,500,51.08,59,215,0,500,12505
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,7,220007,500,94.6923076923077,0,202,1,12,246
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,5,220005,500,52.65909090909091,0,192,1,43,721
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_learn,9,120009,500,41.02,0,183,1,338,4621
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,0,30000,500,43.08,73,209,0,500,11987
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,1,30001,500,41.42,54,212,0,500,14511
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,2,30002,500,37.86,48,214,0,500,11881
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,3,30003,500,44.08,26,203,0,500,11959
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,4,30004,500,46.38,36,214,0,500,10106
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,5,30005,500,38.82,24,206,0,500,13181
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,6,30006,500,40.52,48,197,0,500,13392
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,7,30007,500,42.38,15,206,0,500,10327
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,8,30008,500,39.8,19,217,0,500,12709
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,rule_learn,9,30009,500,42.32,94,219,0,500,11519
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,0,130000,500,73.42105263157895,0,200,1,18,384
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,3,220003,500,33.1,0,189,1,340,6267
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,2,130002,500,91.5625,0,198,1,15,402
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,0,220000,500,38.76,28,197,0,500,9462
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,3,130003,500,77.47368421052632,0,209,1,18,375
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,5,130005,500,78.0,0,207,1,18,393
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,2,220002,500,35.14,6,187,0,500,9156
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,1,130001,500,46.76,0,214,1,142,2107
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,6,130006,500,87.375,0,205,1,15,347
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,7,130007,500,100.14285714285714,0,193,1,13,375
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,8,130008,500,68.9,0,195,1,19,365
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,9,130009,500,72.75,0,202,1,19,367
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,4,220004,500,43.7,25,195,0,500,9349
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,8,220008,500,33.62,0,198,1,437,8354
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,6,220006,500,37.14,52,199,0,500,9366
gamma_0.80,0.2,0.02,3.0,4,0.8,S3,mlp_learn,4,130004,500,42.48,0,194,1,183,3209
gamma_0.80,0.2,0.02,3.0,4,0.8,S2,mlp_offline_learn,9,220009,500,36.5,37,188,0,500,9569
