scenario,alpha,beta,replica,seed,extinct,pop_final,n_steps_alive,reproduction_events,movement_frequency,avg_harvested_food
S2,0.5,0.25,46,3000046,0,29,2000,13783,0.7590983548180329,1.6168455674089863
S2,0.5,0.25,47,3000047,0,41,2000,13896,0.7683213446335732,1.6129876356053696
S2,0.5,0.25,48,3000048,0,23,2000,13788,0.7742556605455518,1.6109796290502993
S2,0.5,0.25,49,3000049,0,30,2000,13811,0.7541546564179211,1.6198396544265206
S2,0.5,0.25,50,3000050,0,28,2000,13836,0.7547112678565067,1.6174390711593984
S2,0.5,0.25,51,3000051,0,28,2000,13691,0.7601487174013591,1.616132297449036
S2,0.5,0.25,52,3000052,0,17,2000,13638,0.7725550198373868,1.612448235319137
S2,0.5,0.25,53,3000053,0,49,2000,13834,0.76502508628972,1.6118945798056878
S2,0.5,0.25,54,3000054,0,25,2000,13934,0.7561197382731016,1.6161183792992306
S2,0.5,0.25,55,3000055,0,44,2000,13967,0.7703654816902413,1.6172260846306756
S2,0.5,0.25,56,3000056,0,35,2000,13822,0.7713945130413123,1.6116583683445014
S2,0.5,0.25,57,3000057,0,39,2000,13787,0.7515745649930612,1.6172898219094454
S2,0.5,0.25,58,3000058,0,28,2000,13820,0.7547768430058462,1.6213585409230804
S2,0.5,0.25,59,3000059,0,37,2000,13783,0.7630829983279377,1.6141906981768404
S2,0.5,0.25,60,3000060,0,48,2000,13570,0.7628959276018099,1.6137249832125535
S2,0.5,0.25,61,3000061,0,26,2000,13875,0.7699866250557289,1.6137093712903354
S2,0.5,0.25,62,3000062,1,0,16,221,0.3153326904532305,1.4275926905112313
S2,0.5,0.25,63,3000063,0,52,2000,13792,0.7665125377912146,1.6127403505492
S2,0.5,0.25,64,3000064,0,25,2000,13649,0.7651997580845993,1.6140328187201156
S2,0.5,0.25,65,3000065,0,45,2000,13995,0.7688907898488737,1.612061469265737
S2,0.5,0.25,66,3000066,0,44,2000,13696,0.773388144430801,1.6124263739673865
S2,0.5,0.25,67,3000067,0,45,2000,13905,0.7683257273245864,1.6132456284885606
S2,0.5,0.25,68,3000068,0,67,2000,13908,0.7737366548042705,1.617846021179487
S2,0.5,0.25,69,3000069,0,33,2000,13904,0.7711704326751728,1.6136070260123625
S2,0.5,0.25,70,3000070,0,36,2000,13876,0.7581826280623608,1.617633942752425
S2,0.5,0.25,71,3000071,0,40,2000,13637,0.7642410682576888,1.6136547611933576
S2,0.5,0.25,72,3000072,0,36,2000,13787,0.7590920402431655,1.6166478157237425
S2,0.5,0.25,73,3000073,0,26,2000,13865,0.7604604747309145,1.6156925915580684
S2,0.5,0.25,74,3000074,0,35,2000,13672,0.7656252787838779,1.6150054624214278
S2,0.5,0.25,75,3000075,0,37,2000,13712,0.7677133081474089,1.6137379063976434
S2,0.5,0.25,76,3000076,0,30,2000,13764,0.7581620314389359,1.6162433886635001
S2,0.5,0.25,77,3000077,0,24,2000,13816,0.7667213056337526,1.618432609288728
S2,0.5,0.25,78,3000078,0,22,2000,13845,0.7676978519945765,1.6175621087945997
S2,0.5,0.25,79,3000079,0,32,2000,13802,0.7616529573051313,1.6142144308160413
S2,0.5,0.25,80,3000080,0,37,2000,13971,0.7700821135308819,1.6164828558906912
S2,0.5,0.25,81,3000081,0,37,2000,13920,0.7731912767248457,1.6148470457015784
S2,0.5,0.25,82,3000082,0,13,2000,13795,0.7528306260364103,1.6195072257963603
S2,0.5,0.25,83,3000083,0,28,2000,13690,0.7624831309041835,1.6140143044829822
S2,0.5,0.25,84,3000084,0,24,2000,13763,0.7636907091769563,1.6148381809761172
S2,0.5,0.25,85,3000085,0,36,2000,13851,0.7702830272696507,1.615813423267175
S2,0.5,0.25,86,3000086,0,44,2000,13781,0.7674464215668795,1.6180346216385084
S2,0.5,0.25,87,3000087,0,38,2000,13868,0.7690112203214471,1.614196176908634
S2,0.5,0.25,88,3000088,0,40,2000,13738,0.7536149500834902,1.614572666852617
S2,0.5,0.25,89,3000089,0,40,2000,13539,0.7504257432768041,1.612977123910042
S2,0.5,0.25,90,3000090,0,39,2000,13890,0.7579566729071945,1.6182463608440465
S2,0.5,0.25,91,3000091,0,26,2000,13853,0.7621437852654812,1.614985818454338
S2,0.5,0.25,92,3000092,0,43,2000,13615,0.7803185336773735,1.6116276321568939
S2,0.5,0.25,93,3000093,0,27,2000,13786,0.7635703091608491,1.6144745549713406
S2,0.5,0.25,94,3000094,0,30,2000,13874,0.7623125957052812,1.615093324653898
S2,0.5,0.25,95,3000095,0,35,2000,13786,0.7718773373223635,1.6130249017032336
S2,0.5,0.25,96,3000096,0,43,2000,13694,0.7613436416955478,1.617542868274204
S2,0.5,0.25,97,3000097,0,37,2000,13767,0.7556592516073878,1.6180938958495408
S2,0.5,0.25,98,3000098,0,33,2000,13776,0.757617358127262,1.620402939977587
S2,0.5,0.25,99,3000099,0,71,2000,13753,0.7748680832857958,1.614948153226057
S2,0.5,0.25,100,3000100,0,42,2000,13904,0.76697956929873,1.6152903125140643
S2,0.5,0.25,101,3000101,1,0,15,236,0.30422794117647056,1.4114180859966488
S2,0.5,0.25,102,3000102,1,0,15,216,0.31648129423660265,1.3924984675435175
S2,0.5,0.25,103,3000103,0,49,2000,13727,0.7673453392472256,1.6151106994523692
S2,0.5,0.25,104,3000104,0,42,2000,13777,0.7690879885775478,1.6182520157833402
S2,0.5,0.25,105,3000105,0,57,2000,13864,0.7581018106790935,1.6175501813169277
S2,0.5,0.25,106,3000106,0,27,2000,13993,0.7684893784421715,1.6129265517140985
S2,0.5,0.25,107,3000107,0,33,2000,13797,0.7655388337424841,1.6142270639582703
S2,0.5,0.25,108,3000108,0,36,2000,13913,0.7631949519616407,1.6153383355150552
S2,0.5,0.25,109,3000109,0,26,2000,13783,0.762930421172453,1.6149745454326863
S2,0.5,0.25,110,3000110,0,33,2000,13640,0.7573698960587463,1.613563976625442
S2,0.5,0.25,111,3000111,0,27,2000,13736,0.7565231311029295,1.6168511239354433
S2,0.5,0.25,112,3000112,0,27,2000,13725,0.7605425708029977,1.6133796393814965
S2,0.5,0.25,113,3000113,0,33,2000,13886,0.7538598521948179,1.615867163449839
S2,0.5,0.25,114,3000114,0,38,2000,13728,0.75707652071806,1.6180620277746154
S2,0.5,0.25,115,3000115,1,0,16,231,0.2984924623115578,1.4034931957093435
S2,0.5,0.25,116,3000116,0,38,2000,13931,0.7502980267957227,1.6169860549575408
S2,0.5,0.25,117,3000117,0,39,2000,13748,0.7539244651692593,1.6167464191599683
S2,0.5,0.25,118,3000118,0,37,2000,13805,0.7601487835697378,1.6123456145051411
S2,0.5,0.25,119,3000119,0,61,2000,13755,0.7589776426017822,1.6154835612722236
S2,0.5,0.25,120,3000120,0,31,2000,13748,0.7574290900032029,1.6167820808737383
S2,0.5,0.25,121,3000121,0,53,2000,13868,0.7610933048433048,1.6162821910561485
S2,0.5,0.25,122,3000122,0,37,2000,13775,0.7647854967677595,1.6144733152097583
S2,0.5,0.25,123,3000123,0,39,2000,13823,0.7736753904300079,1.6161299990464886
S2,0.5,0.25,124,3000124,0,17,2000,13962,0.7661110615919422,1.6108039963647438
S2,0.5,0.25,125,3000125,0,23,2000,13716,0.7650966076039534,1.613111793540656
S2,0.5,0.25,126,3000126,0,32,2000,13790,0.7693293008361501,1.611683269002745
S2,0.5,0.25,127,3000127,0,30,2000,13679,0.7657434765583283,1.6128675761608182
S2,0.5,0.25,128,3000128,0,26,2000,13766,0.7706748837789217,1.6161437060145594
S2,0.5,0.25,129,3000129,0,32,2000,13816,0.7677683741648107,1.6145999618618665
S2,0.5,0.25,130,3000130,0,58,2000,13780,0.7719772403982931,1.6151530799041145
S2,0.5,0.25,131,3000131,0,32,2000,13717,0.7715942854092906,1.6143880803438042
S2,0.5,0.25,132,3000132,0,20,2000,13713,0.7697053750822354,1.612607267463939
S2,0.5,0.25,133,3000133,0,20,2000,13794,0.7641516155462933,1.610308158857657
S2,0.5,0.25,134,3000134,0,59,2000,13924,0.7687892184826013,1.6144737520956356
S2,0.5,0.25,135,3000135,0,52,2000,13754,0.7635611946681873,1.6175300567319943
S2,0.5,0.25,136,3000136,0,40,2000,13785,0.7688509394274305,1.6144030932719582
S2,0.5,0.25,137,3000137,0,26,2000,13810,0.7547804123161209,1.615111593808312
S2,0.5,0.25,138,3000138,0,34,2000,13878,0.7590856532953838,1.6152394734923015
S2,0.5,0.25,139,3000139,0,26,2000,13747,0.7636868129913557,1.6146958803513527
S2,0.5,0.25,140,3000140,0,28,2000,13700,0.7670343006032052,1.615609759605751
S2,0.5,0.25,141,3000141,0,45,2000,13794,0.7644275408899365,1.6170413012084308
S2,0.5,0.25,142,3000142,0,38,2000,13696,0.7720390698667425,1.6116100147604033
S2,0.5,0.25,143,3000143,0,41,2000,13711,0.7658120874624157,1.6118278090934313
S2,0.5,0.25,144,3000144,0,22,2000,13883,0.7629339505073883,1.6188419566186523
S2,0.5,0.25,145,3000145,0,38,2000,13932,0.7640537693914348,1.6185298514015996
S2,0.5,0.25,146,3000146,0,26,2000,13757,0.7639903974393172,1.6127354861938918
S2,0.5,0.25,147,3000147,0,35,2000,13766,0.7593910073989756,1.6152126045047004
S2,0.5,0.25,148,3000148,0,24,2000,13752,0.7690459238163048,1.6127326220282394
S2,0.5,0.25,149,3000149,0,42,2000,14014,0.7753757720732621,1.6147151052856137
S2,0.5,0.25,150,3000150,0,30,2000,13811,0.7606696198253011,1.6145259070229103
S2,0.5,0.25,151,3000151,0,32,2000,13797,0.7698208806108613,1.6141253746838917
S2,0.5,0.25,152,3000152,0,24,2000,13793,0.7595610894387146,1.6148108269796437
S2,0.5,0.25,153,3000153,0,31,2000,14061,0.773453824585216,1.6140262919969064
S2,0.5,0.25,154,3000154,1,0,16,236,0.27601809954751133,1.399872920493227
S2,0.5,0.25,155,3000155,0,39,2000,13809,0.7707006369426752,1.6111608073889476
S2,0.5,0.25,156,3000156,0,28,2000,13827,0.7687415378037483,1.6135490092977238
S2,0.5,0.25,157,3000157,0,12,2000,13892,0.7705525846702317,1.6152395050067176
S2,0.5,0.25,158,3000158,0,43,2000,13756,0.7655780012458842,1.6142116390896881
S2,0.5,0.25,159,3000159,0,58,2000,13717,0.7619581066183008,1.6147678014154256
S2,0.5,0.25,160,3000160,0,38,2000,13807,0.7707323160296634,1.6138168033159885
S2,0.5,0.25,161,3000161,0,25,2000,13809,0.7607887103375865,1.6167776201259092
S2,0.5,0.25,162,3000162,0,37,2000,13747,0.7723221433527245,1.6149521982796078
S2,0.5,0.25,163,3000163,0,46,2000,13784,0.7526778406462403,1.6181696702165644
S2,0.5,0.25,164,3000164,0,39,2000,13576,0.7641175319012619,1.615043179483842
S2,0.5,0.25,165,3000165,0,32,2000,13678,0.7638197211155379,1.6149931163668096
S2,0.5,0.25,166,3000166,0,44,2000,13837,0.7687452214576554,1.6121916984088858
S2,0.5,0.25,167,3000167,0,46,2000,13739,0.7634033463866144,1.6154600055919432
S2,0.5,0.25,168,3000168,0,39,2000,13885,0.7686867063173123,1.6181818199763458
S2,0.5,0.25,169,3000169,0,26,2000,13555,0.7492125633953198,1.617664410506276
S2,0.5,0.25,170,3000170,0,50,2000,13858,0.7615196907895909,1.6163117774012392
S2,0.5,0.25,171,3000171,0,30,2000,13744,0.7619098483230079,1.6164933791001155
S2,0.5,0.25,172,3000172,0,25,2000,13743,0.7624777500889997,1.6151981167761587
S2,0.5,0.25,173,3000173,0,40,2000,13742,0.7803236660791539,1.6110487738349555
S2,0.5,0.25,174,3000174,0,68,2000,13532,0.7645774535385271,1.6131664231055893
S2,0.5,0.25,175,3000175,0,26,2000,13730,0.7667260103257967,1.6134165585551143
S2,0.5,0.25,176,3000176,0,29,2000,13688,0.7575757575757576,1.6134172131650963
S2,0.5,0.25,177,3000177,0,55,2000,13782,0.761297097193301,1.6147031732023307
S2,0.5,0.25,178,3000178,0,58,2000,13862,0.7533462847773005,1.6197476575824203
S2,0.5,0.25,179,3000179,0,39,2000,13997,0.7697043236202067,1.6163224370298885
S2,0.5,0.25,180,3000180,0,19,2000,13779,0.7647972297586748,1.6137970087959705
S2,0.5,0.25,181,3000181,0,21,2000,13734,0.7658055441807468,1.6154657630052123
S2,0.5,0.25,182,3000182,0,40,2000,13679,0.7682602214650767,1.6111913779800815
S2,0.5,0.25,183,3000183,0,65,2000,13680,0.7676541232986389,1.613979391975672
S2,0.5,0.25,184,3000184,0,35,2000,13771,0.7625177809388336,1.6134495115809464
S2,0.5,0.25,185,3000185,0,26,2000,13785,0.7508141873253724,1.6162806604205284
S2,0.5,0.25,186,3000186,0,48,2000,13913,0.7558753936202387,1.616572028467333
S2,0.5,0.25,187,3000187,0,70,2000,13711,0.7730569579748275,1.6103156214972243
S2,0.5,0.25,188,3000188,0,35,2000,13850,0.7583723122343358,1.6153380607494396
S2,0.5,0.25,189,3000189,0,14,2000,13905,0.7702280397864247,1.6160894708634308
S2,0.5,0.25,190,3000190,0,45,2000,13747,0.7466320691003447,1.620406504280732
S2,0.5,0.25,191,3000191,0,48,2000,13799,0.7586053702486094,1.612546576459754
S2,0.5,0.25,192,3000192,0,16,2000,13887,0.7663697898111863,1.6160929154603931
S2,0.5,0.25,193,3000193,0,14,2000,13834,0.7568858859394221,1.6138962079757346
S2,0.5,0.25,194,3000194,0,42,2000,13907,0.7611807276162635,1.6193755514724533
S2,0.5,0.25,195,3000195,0,34,2000,13902,0.7677854504576843,1.6167949417856744
S2,0.5,0.25,196,3000196,0,39,2000,13778,0.7503869074090546,1.6202018045724913
S2,0.5,0.25,197,3000197,1,0,14,248,0.2808022922636103,1.3802311149078241
S2,0.5,0.25,198,3000198,0,29,2000,14033,0.7639508729336999,1.6176132407674906
S2,0.5,0.25,199,3000199,0,43,2000,13906,0.7610884402231053,1.6186449929335545
S2,0.5,0.25,200,3000200,0,24,2000,13701,0.7633976229449861,1.6131849097862474
S2,0.5,0.25,201,3000201,0,28,2000,13729,0.7744834582050506,1.6123214268918031
S2,0.5,0.25,202,3000202,0,27,2000,13713,0.7640493370774535,1.6161227098324895
S2,0.5,0.25,203,3000203,0,48,2000,13800,0.7671096581621776,1.6110175393391266
S2,0.5,0.25,204,3000204,1,0,16,230,0.2814207650273224,1.4012179088467447
S2,0.5,0.25,205,3000205,0,46,2000,13823,0.7734604235946864,1.6139803189595123
S2,0.5,0.25,206,3000206,0,36,2000,13818,0.7749457121497989,1.6130841918020022
S2,0.5,0.25,207,3000207,0,25,2000,13890,0.7671288888888889,1.6109057440897703
S2,0.5,0.25,208,3000208,0,25,2000,13691,0.7687695701679477,1.6125898109716408
S2,0.5,0.25,209,3000209,0,30,2000,13838,0.7638784896780404,1.6154175897463434
S2,0.5,0.25,210,3000210,0,44,2000,13709,0.7654283575172021,1.6139034498819256
S2,0.5,0.25,211,3000211,0,40,2000,13746,0.7587602038997612,1.6182829959217475
S2,0.5,0.25,212,3000212,0,38,2000,13770,0.7406420437385635,1.6145526991829746
S2,0.5,0.25,213,3000213,0,46,2000,13889,0.7638327066664291,1.6148705450288705
S2,0.5,0.25,214,3000214,0,35,2000,13833,0.7539124396887852,1.6163854935570872
S2,0.5,0.25,215,3000215,0,53,2000,13790,0.770836670404186,1.6115956916442884
S2,0.5,0.25,216,3000216,0,25,2000,13880,0.7622807642948809,1.6178174184466616
S2,0.5,0.25,217,3000217,0,31,2000,13751,0.7707928470823157,1.6139187220413045
S2,0.5,0.25,218,3000218,0,23,2000,13766,0.7670061679020246,1.6132941774633967
S2,0.5,0.25,219,3000219,0,35,2000,13613,0.7692567087888684,1.6080557284323234
S2,0.5,0.25,220,3000220,0,17,2000,13882,0.7658380112269446,1.6159895185365702
S2,0.5,0.25,221,3000221,0,24,2000,13748,0.7651689195205784,1.612955656891976
S2,0.5,0.25,222,3000222,0,32,2000,13768,0.7579307152775305,1.6165764308439579
S2,0.5,0.25,223,3000223,0,35,2000,13886,0.7630647771119685,1.6139418950575404
S2,0.5,0.25,224,3000224,0,39,2000,13898,0.7621124203481542,1.6195560060662306
S2,0.5,0.25,225,3000225,0,18,2000,13627,0.7719451371571072,1.6136797116369104
S2,0.5,0.25,226,3000226,0,42,2000,13700,0.7698277393003019,1.6146681958031759
S2,0.5,0.25,227,3000227,0,39,2000,13738,0.7693347803654349,1.6110961292698593
S2,0.5,0.25,228,3000228,0,24,2000,13769,0.7659006354913933,1.616495865641031
S2,0.5,0.25,229,3000229,0,15,2000,13894,0.7679545211533664,1.618544912236948
S2,0.5,0.25,230,3000230,0,29,2000,13877,0.7645395368690642,1.613571402963183
S2,0.5,0.25,231,3000231,0,62,2000,13847,0.7562178425822073,1.6167901512167617
S2,0.5,0.25,232,3000232,0,44,2000,13896,0.7599329780217822,1.6186006394170138
S2,0.5,0.25,233,3000233,0,33,2000,13642,0.7661399147727272,1.6109462449358527
S2,0.5,0.25,234,3000234,0,30,2000,13681,0.7640399516599132,1.6163376556975222
S2,0.5,0.25,235,3000235,1,0,194,1438,0.6393470212049814,1.6003048337982164
S2,0.5,0.25,236,3000236,0,29,2000,13796,0.7719116939579138,1.6121484833538797
S2,0.5,0.25,237,3000237,0,24,2000,13811,0.7658001175988454,1.6124705779070827
S2,0.5,0.25,238,3000238,0,31,2000,13758,0.7518423582185197,1.6218416653201675
S2,0.5,0.25,239,3000239,0,30,2000,13801,0.7631677250653717,1.6182232510132624
S2,0.5,0.25,240,3000240,0,30,2000,13853,0.7548029841710735,1.6201624794220326
S2,0.5,0.25,241,3000241,0,28,2000,13674,0.7705180416496239,1.6119965212713594
S2,0.5,0.25,242,3000242,0,25,2000,13735,0.7575692887892695,1.6147283577176925
S2,0.5,0.25,243,3000243,0,39,2000,13603,0.7622484533883239,1.6148583370174971
S2,0.5,0.25,244,3000244,0,29,2000,13862,0.7685242867059431,1.6150949608604845
S2,0.5,0.25,245,3000245,0,32,2000,13699,0.7539575255238163,1.613646373341347
S2,0.5,0.25,246,3000246,0,34,2000,13991,0.7615794824234425,1.6191247849151913
S2,0.5,0.25,247,3000247,0,24,2000,13754,0.7725743578789982,1.6112074143766963
S2,0.5,0.25,248,3000248,0,14,2000,13903,0.7539467588467981,1.6207735046812626
S2,0.5,0.25,249,3000249,0,54,2000,13801,0.7664797507788162,1.6145437764524235
S2,0.5,0.25,250,3000250,0,31,2000,13806,0.767060834876763,1.614119910916701
S2,0.5,0.25,251,3000251,0,37,2000,13886,0.7631457154046067,1.615062140057244
S2,0.5,0.25,252,3000252,0,20,2000,13740,0.7589536579293665,1.6142002431794213
S2,0.5,0.25,253,3000253,1,0,17,247,0.28040854224698236,1.3982654624181894
S2,0.5,0.25,254,3000254,0,45,2000,13676,0.7654389119327791,1.6170730679206091
S2,0.5,0.25,255,3000255,0,25,2000,13935,0.7643920197009172,1.6188356513745938
S2,0.5,0.25,256,3000256,0,25,2000,13808,0.7760011395808479,1.6101699583241127
S2,0.5,0.25,257,3000257,0,29,2000,13769,0.760499795602794,1.613725756471709
S2,0.5,0.25,258,3000258,0,81,2000,13771,0.7568803259148565,1.616381309373801
S2,0.5,0.25,259,3000259,0,22,2000,13767,0.7640615275184494,1.6157865010043282
S2,0.5,0.25,260,3000260,0,38,2000,13835,0.7532516124434309,1.6180377249010522
S2,0.5,0.25,261,3000261,0,52,2000,13928,0.7776269975895009,1.6148160751708134
S2,0.5,0.25,262,3000262,0,30,2000,13825,0.760238299086758,1.617326309961508
S2,0.5,0.25,263,3000263,0,37,2000,13861,0.7558154043599936,1.6174510592135218
S2,0.5,0.25,264,3000264,0,17,2000,13894,0.769421679432928,1.6161111229642493
S2,0.5,0.25,265,3000265,0,23,2000,13805,0.7683252600085482,1.6122711723384497
S2,0.5,0.25,266,3000266,0,12,2000,13745,0.7672312355143519,1.6153285503857764
S2,0.5,0.25,267,3000267,0,46,2000,13754,0.7701753760604548,1.6143192620140172
S2,0.5,0.25,268,3000268,0,41,2000,13686,0.7568527197841216,1.6155267651606044
S2,0.5,0.25,269,3000269,0,45,2000,13811,0.7612776937449951,1.6120864445431629
S2,0.5,0.25,270,3000270,0,18,2000,13801,0.7618640444634459,1.618275820059512
S2,0.5,0.25,271,3000271,0,57,2000,13896,0.7487253538702892,1.621502846428966
S2,0.5,0.25,272,3000272,0,16,2000,13728,0.7633982514748738,1.6121802996869008
S2,0.5,0.25,273,3000273,0,47,2000,13891,0.7747020787687704,1.6135994153390671
S2,0.5,0.25,274,3000274,0,43,2000,13692,0.7613973923406677,1.616364962362309
S2,0.5,0.25,275,3000275,0,30,2000,13782,0.7743888325053861,1.6129879240181118
S2,0.5,0.25,276,3000276,0,35,2000,13754,0.7542356308556597,1.619767629913805
S2,0.5,0.25,277,3000277,0,45,2000,13894,0.7590391503465973,1.6180603891918044
S2,0.5,0.25,278,3000278,0,19,2000,13785,0.762602088930802,1.6163438899279574
S2,0.5,0.25,279,3000279,0,22,2000,13736,0.7711731604815157,1.6115852252597584
S2,0.5,0.25,280,3000280,0,20,2000,13838,0.7679413491823407,1.611279332306669
S2,0.5,0.25,281,3000281,0,35,2000,13605,0.7562225345597523,1.6152997787248087
S2,0.5,0.25,282,3000282,0,23,2000,13846,0.7693239296145901,1.614641622214822
S2,0.5,0.25,283,3000283,0,25,2000,13752,0.7666007447396084,1.611969469205296
S2,0.5,0.25,284,3000284,0,32,2000,13734,0.7789965576899067,1.612561138012038
S2,0.5,0.25,285,3000285,0,36,2000,13787,0.7592016634972542,1.6136828687982467
S2,0.5,0.25,286,3000286,1,0,15,215,0.30221366698748797,1.3875571948196226
S2,0.5,0.25,287,3000287,0,43,2000,13872,0.7663634742286428,1.614841153269854
S2,0.5,0.25,288,3000288,0,15,2000,13713,0.7690203392841283,1.6110342063628367
S2,0.5,0.25,289,3000289,0,44,2000,13778,0.7643845852755934,1.6187030602841137
S2,0.5,0.25,290,3000290,0,19,2000,13697,0.7576658183694898,1.616436019221126
S2,0.5,0.25,291,3000291,0,21,2000,13869,0.7612219784923225,1.6185123732927351
S2,0.5,0.25,292,3000292,0,34,2000,13963,0.7636522421045128,1.617364858695908
S2,0.5,0.25,293,3000293,0,31,2000,13809,0.7693979724553245,1.613102544487333
S2,0.5,0.25,294,3000294,1,0,18,249,0.3092224231464738,1.4039041012411189
S2,0.5,0.25,295,3000295,0,31,2000,13719,0.7566015256859363,1.6166183513942967
S2,0.5,0.25,296,3000296,0,37,2000,13642,0.7595186813578028,1.616165974412252
S2,0.5,0.25,297,3000297,0,48,2000,13970,0.7685218197375927,1.6145291203315126
S2,0.5,0.25,298,3000298,0,30,2000,13810,0.7662550560396286,1.6164833842245983
S2,0.5,0.25,299,3000299,0,14,2000,13698,0.7685236420755761,1.6147861488242914
S2,0.5,0.5,0,3000000,0,27,2000,24028,0.6899417629059322,1.7199845747798839
S2,0.5,0.5,1,3000001,0,33,2000,24203,0.7193183842302135,1.7201970561368176
S2,0.5,0.5,2,3000002,0,35,2000,24268,0.7030431677511506,1.7230952382375488
S2,0.5,0.5,3,3000003,1,0,41,621,0.33418693982074266,1.5411002199347603
S2,0.5,0.5,4,3000004,1,0,15,321,0.2,1.3972520606123826
S2,0.5,0.5,5,3000005,0,28,2000,24189,0.71883925737861,1.7252039401703188
S2,0.5,0.5,6,3000006,0,7,2000,24223,0.7106101006885024,1.7262062753493388
S2,0.5,0.5,7,3000007,1,0,653,8017,0.6736591179976162,1.7146875045354346
S2,0.5,0.5,8,3000008,1,0,653,7849,0.6554531946508172,1.7089997565571373
S2,0.5,0.5,9,3000009,1,0,13,332,0.18976545842217485,1.4414447444495522
S2,0.5,0.5,10,3000010,0,47,2000,24225,0.7242817147509084,1.7232665125468845
S2,0.5,0.5,11,3000011,0,16,2000,24274,0.7192091851910607,1.7221870010667226
S2,0.5,0.5,12,3000012,0,19,2000,24358,0.7149490059129331,1.7238940200026855
S2,0.5,0.5,13,3000013,1,0,14,320,0.20264765784114053,1.406456182801273
S2,0.5,0.5,14,3000014,1,0,12,352,0.18614270941054809,1.420413558839429
S2,0.5,0.5,15,3000015,1,0,14,331,0.20789779326364694,1.436466773589324
S2,0.5,0.5,16,3000016,1,0,13,327,0.20193340494092374,1.398362476325756
S2,0.5,0.5,17,3000017,0,52,2000,24288,0.715697559039492,1.7234826307105897
S2,0.5,0.5,18,3000018,1,0,11,304,0.17784877529286475,1.3791592953666365
S2,0.5,0.5,19,3000019,1,0,13,331,0.19117647058823528,1.4040727183749206
S2,0.5,0.5,20,3000020,0,20,2000,24296,0.7071328284126639,1.7209504942516025
S2,0.5,0.5,21,3000021,0,51,2000,24209,0.7161345303922152,1.723133236726874
S2,0.5,0.5,22,3000022,1,0,13,326,0.21179039301310043,1.4211588605090668
S2,0.5,0.5,23,3000023,1,0,12,333,0.20942982456140352,1.3936717635223064
S2,0.5,0.5,24,3000024,0,44,2000,24334,0.7165241882698297,1.722550837936518
S2,0.5,0.5,25,3000025,1,0,13,322,0.19323144104803494,1.4174041966883768
S2,0.5,0.5,26,3000026,1,0,443,5389,0.6612612612612613,1.6994618817815759
S2,0.5,0.5,27,3000027,1,0,15,321,0.197327852004111,1.4166065496138027
S2,0.5,0.5,28,3000028,1,0,995,12018,0.6882466585183141,1.7170225918882247
S2,0.5,0.5,29,3000029,1,0,13,337,0.2039911308203991,1.4331441456813592
S2,0.5,0.5,30,3000030,1,0,14,345,0.19834710743801653,1.4352746600518156
S2,0.5,0.5,31,3000031,0,32,2000,24306,0.7153326598926456,1.724236290728603
S2,0.5,0.5,32,3000032,0,19,2000,24258,0.7077455732515581,1.7226870986629579
S2,0.5,0.5,33,3000033,1,0,85,1152,0.46896035901271504,1.6330577965370188
S2,0.5,0.5,34,3000034,1,0,39,628,0.336322869955157,1.5335027290158962
S2,0.5,0.5,35,3000035,1,0,950,11568,0.6899498726271673,1.7181021944366133
S2,0.5,0.5,36,3000036,1,0,15,343,0.20803295571575695,1.43104891174183
S2,0.5,0.5,37,3000037,0,30,2000,24212,0.6964716108894069,1.7208904275980654
S2,0.5,0.5,38,3000038,1,0,14,321,0.18478260869565216,1.3866885711974084
S2,0.5,0.5,39,3000039,1,0,14,353,0.1930745015739769,1.403753991679187
S2,0.5,0.5,40,3000040,0,39,2000,24244,0.6968620367981263,1.720946199526417
S2,0.5,0.5,41,3000041,1,0,15,326,0.20944558521560575,1.3989006239259918
S2,0.5,0.5,42,3000042,1,0,12,326,0.18967452300785634,1.4082733754451193
S2,0.5,0.5,43,3000043,1,0,15,354,0.18943170488534397,1.4323411214852981
S2,0.5,0.5,44,3000044,0,30,2000,24259,0.7131131289900472,1.7235965475572883
S2,0.5,0.5,45,3000045,1,0,14,339,0.1810344827586207,1.4045521378202535
S2,0.5,0.5,46,3000046,1,0,12,330,0.21297297297297296,1.4143825424686893
S2,0.5,0.5,47,3000047,0,24,2000,24196,0.699789882651443,1.7239307999356104
S2,0.5,0.5,48,3000048,1,0,38,611,0.3401273885350318,1.5167658760801632
S2,0.5,0.5,49,3000049,1,0,14,336,0.19874476987447698,1.4051707937712716
S2,0.5,0.5,50,3000050,1,0,14,342,0.18278427205100956,1.4158752347298076
S2,0.5,0.5,51,3000051,1,0,12,325,0.18769551616266944,1.399151259384194
S2,0.5,0.5,52,3000052,0,49,2000,24325,0.7164517669531996,1.7295635593674679
S2,0.5,0.5,53,3000053,0,45,2000,24227,0.709196814201371,1.723742531863341
S2,0.5,0.5,54,3000054,1,0,12,334,0.1703011422637591,1.3897573773571916
S2,0.5,0.5,55,3000055,0,28,2000,24415,0.7151550102412154,1.7258295718406238
S2,0.5,0.5,56,3000056,1,0,705,8619,0.7085302847092448,1.7094652094593379
S2,0.5,0.5,57,3000057,1,0,12,341,0.20620842572062084,1.4089089350041095
S2,0.5,0.5,58,3000058,0,36,2000,24372,0.721783631530924,1.722324007794919
