regen,metab,survival_probability,mean_final_population,std_final_population,mean_births,std_births,has_reproduction
0.995,1.748,1.0,137.226,16.993261134932283,79238.154,4346.411348030005,1
0.245,3.052,0.0,0.0,0.0,134.626,15.346599753691368,1
1.44,2.73,1.0,140.01,24.63708383717521,106792.716,1111.7357974554925,1
0.881,3.002,0.0,0.0,0.0,304.974,15.508620957390118,1
0.311,2.067,0.082,2.886,11.305087527303803,8008.518,8973.386537404704,1
0.988,0.688,1.0,225.0,0.0,175.0,0.0,1
0.342,1.868,0.362,16.952,25.664716947591685,21467.654,12757.00415514097,1
0.692,2.155,0.984,79.77,25.5632763940775,60926.668,4684.817227787655,1
1.213,0.594,1.0,225.0,0.0,175.0,0.0,1
0.686,0.769,1.0,201.832,6.286475642202077,35279.902,2109.1073714716376,1
0.159,0.106,1.0,225.0,0.0,175.0,0.0,1
1.202,2.726,0.974,107.938,32.468048232069634,69309.582,5791.706474889417,1
0.985,2.042,1.0,120.788,19.177253609419676,83372.166,2880.343518131822,1
0.396,2.931,0.0,0.0,0.0,2070.562,2519.5023671661834,1
0.778,2.394,0.892,75.07,35.503029448203435,61454.094,11072.008813271601,1
1.472,2.352,1.0,147.726,16.074293888068613,80315.122,2657.6459499180846,1
1.147,2.531,1.0,117.064,26.702732144857386,80282.298,1686.1366935085662,1
1.266,0.329,1.0,225.0,0.0,175.0,0.0,1
0.681,1.197,1.0,136.534,17.0202480592969,73079.17,3718.803626584765,1
0.49,0.638,1.0,175.17,11.200584806160792,58314.534,2969.834304610949,1
0.411,0.451,1.0,205.83,5.896193687456341,30052.858,1985.182018313686,1
0.7,0.89,1.0,179.576,10.259835476263738,55056.282,2725.3335242637736,1
1.417,1.964,1.0,166.144,13.79316004402182,71198.434,2982.1222338536027,1
0.146,0.72,0.822,42.716,26.514285658866996,34712.554,8167.519562944677,1
1.1,3.084,0.0,0.0,0.0,220.932,18.175790931896195,1
0.987,1.855,1.0,131.028,18.5254208049372,87319.7,3776.586701507063,1
0.508,2.422,0.208,10.838,24.0030780526165,22014.854,14879.452160905792,1
1.206,1.247,1.0,217.614,3.2337291166701023,17696.594,1571.7100817784428,1
0.714,2.711,0.116,7.944,24.47130695324628,24512.604,17727.71995963339,1
0.065,2.152,0.0,0.0,0.0,204.946,16.949545244637097,1
0.493,1.204,1.0,100.99,19.041688475552792,58444.74,3035.156477086478,1
0.407,1.553,0.97,67.502,25.530648170385337,47099.09,5178.689260604463,1
1.494,0.76,1.0,225.0,0.0,175.0,0.0,1
1.418,0.97,1.0,225.0,0.0,175.0,0.0,1
0.442,3.014,0.0,0.0,0.0,194.142,16.30944008848863,1
1.091,0.145,1.0,225.0,0.0,175.0,0.0,1
1.319,0.292,1.0,225.0,0.0,175.0,0.0,1
0.752,0.728,1.0,225.0,0.0,175.0,0.0,1
1.429,1.596,1.0,202.65,6.307733348834588,37228.504,2047.645382868821,1
1.002,0.618,1.0,225.0,0.0,175.0,0.0,1
0.722,1.501,1.0,118.162,18.72473647344603,75833.648,3527.911141184823,1
0.294,0.182,1.0,225.0,0.0,175.0,0.0,1
1.358,1.431,1.0,213.736,4.116588879157112,23287.916,1793.6532588390658,1
0.918,2.643,0.694,62.73,47.57853612712354,59266.538,19549.236997810323,1
1.29,0.411,1.0,225.0,0.0,175.0,0.0,1
1.155,1.421,1.0,185.512,9.360654677959229,51586.526,2720.7241663432183,1
0.845,2.76,0.128,10.892,30.614577181467002,24856.268,16882.3352936783,1
1.347,2.941,0.022,1.952,14.274932434165846,16851.086,13716.770149805821,1
0.826,2.54,0.822,68.862,40.561446670452966,60822.536,13601.521484183451,1
0.17,2.426,0.002,0.03,0.6701492371106603,262.214,426.7026039339343,1
0.418,0.31,1.0,225.0,0.0,175.0,0.0,1
1.121,0.729,1.0,225.0,0.0,175.0,0.0,1
0.832,3.027,0.0,0.0,0.0,252.52,17.327019362833298,1
0.378,1.672,0.744,44.33,32.20852526894083,37260.14,10257.479786399776,1
0.261,2.812,0.002,0.006,0.13402984742213206,630.496,1175.3378943878226,1
0.892,1.972,1.0,113.116,21.668007384159715,73562.498,2791.8597353728214,1
0.486,2.363,0.218,12.316,25.42495120939271,21427.69,14761.230154492547,1
0.42,2.073,0.526,28.106,31.06854943507984,29571.308,14630.26557220121,1
0.309,2.05,0.116,4.322,13.156835333772328,8629.112,9730.56352712709,1
0.339,2.655,0.008,0.008,0.08908422980528033,3220.482,4293.33680179834,1
0.367,1.116,1.0,84.01,21.32120775190749,56677.206,3837.0248937899796,1
0.779,2.183,1.0,91.028,24.287346829161887,66542.466,2597.8992522505564,1
0.995,2.23,1.0,111.148,23.261773277203094,78212.86,2586.747421840795,1
0.496,2.861,0.01,0.168,2.3366163570428067,6298.032,6282.428169344716,1
0.369,1.256,1.0,74.008,20.68748259213769,47924.114,3619.8647539658164,1
0.752,1.891,1.0,98.536,21.1783073922351,64186.258,3169.8730491040174,1
1.405,0.771,1.0,225.0,0.0,175.0,0.0,1
0.879,2.606,0.936,83.768,33.38583795563622,68158.34,10341.335721482017,1
1.241,1.155,1.0,225.0,0.0,175.0,0.0,1
1.348,1.963,1.0,160.162,14.158946147224375,71515.664,2735.58024249043,1
0.646,1.975,1.0,83.18,23.28105667704969,61378.316,2912.745848189299,1
0.238,1.36,0.478,22.938,27.55616366622901,23448.656,10144.38185606516,1
0.021,2.643,0.0,0.0,0.0,153.13,15.889653866588787,1
1.153,1.956,1.0,141.042,17.40138603675006,78678.85,3736.727573626421,1
0.402,3.071,0.0,0.0,0.0,147.26,15.861034014212313,1
1.373,2.364,1.0,141.926,18.100180220097258,93063.834,3638.658984632113,1
0.487,0.401,1.0,225.0,0.0,175.0,0.0,1
0.299,3.0,0.002,0.002,0.044676615807377355,676.354,1151.4196926768275,1
1.134,1.711,1.0,154.246,14.522034430478397,67046.084,2619.423176377578,1
0.096,1.555,0.0,0.0,0.0,278.72,16.932501291894237,1
1.482,2.606,1.0,140.67,20.628841460440768,101449.062,2141.6669232530066,1
1.133,1.734,1.0,152.778,14.193263049771184,67639.228,2696.556844573465,1
1.291,3.031,0.0,0.0,0.0,302.304,14.286062578611364,1
0.575,2.181,0.8,55.13,34.589609711588245,48212.334,11852.943789390212,1
0.122,2.27,0.002,0.002,0.044676615807377355,212.89,72.31894565050018,1
0.581,1.768,1.0,84.724,21.663144370104725,60582.77,3305.3435242195324,1
0.467,2.924,0.006,0.006,0.07722693830523131,2807.81,3006.7029367564733,1
0.625,2.854,0.006,0.14,2.951677489157648,7887.328,7523.183090980572,1
1.243,1.202,1.0,225.0,0.0,175.0,0.0,1
1.421,2.623,1.0,138.084,23.381038129219156,106558.55,1128.402622958667,1
0.398,0.482,1.0,187.734,8.642641031536598,46890.646,2497.0361728825637,1
0.402,2.126,0.268,13.206,24.614377180826658,21126.714,13459.645170070567,1
0.369,0.716,1.0,126.506,17.428768286944436,85064.632,4270.365109516515,1
0.125,0.689,0.598,28.5,27.79363236426646,26434.814,9340.689515416087,1
0.172,0.258,1.0,154.5,13.12409996914074,60233.166,2446.7529982497213,1
1.349,1.641,1.0,187.942,9.18643761204527,51916.016,2540.712496081365,1
0.331,0.982,1.0,88.052,19.96610367598045,58980.422,3862.55499480797,1
0.587,1.032,1.0,137.362,15.869812727313452,72414.938,3759.7317013526376,1
0.971,0.849,1.0,225.0,0.0,175.0,0.0,1
1.027,1.558,1.0,153.214,13.276302346662643,64696.448,2612.8982818502523,1
0.59,2.537,0.204,12.156,26.57802972381512,24996.008,16252.367876464523,1
1.011,3.01,0.0,0.0,0.0,310.356,13.634121313821439,1
0.817,1.141,1.0,165.934,12.023711739724966,61227.942,2711.6797153491416,1
0.068,2.118,0.0,0.0,0.0,208.532,17.479387174612274,1
0.36,0.146,1.0,225.0,0.0,175.0,0.0,1
0.328,1.467,0.746,44.326,31.77243654490477,36139.278,9732.990336824341,1
0.147,1.883,0.0,0.0,0.0,301.268,465.46346384651935,1
1.178,0.367,1.0,225.0,0.0,175.0,0.0,1
0.03,1.197,0.0,0.0,0.0,314.634,15.469455194026711,1
1.383,1.752,1.0,180.682,10.960879344286205,60577.252,2981.0898289880497,1
1.035,1.403,1.0,170.472,11.384252983836928,62241.824,2790.6332265319284,1
0.982,0.405,1.0,225.0,0.0,175.0,0.0,1
0.152,1.648,0.004,0.042,0.8533674472347769,379.032,828.1307185318027,1
0.461,2.353,0.258,13.78,25.834852428454084,20911.68,14542.955672682221,1
0.345,0.689,1.0,126.958,18.710538100225765,90464.95,3803.673320817654,1
0.974,2.714,0.702,64.094,48.28458515924104,61027.264,19719.20771669856,1
0.881,1.852,1.0,117.814,19.80776120615351,78141.882,3259.5425814178284,1
1.44,1.579,1.0,206.176,5.910078172071839,33338.042,2055.223836042196,1
0.755,1.147,1.0,152.862,13.745361253892165,62470.636,2419.068200672317,1
0.122,2.637,0.0,0.0,0.0,174.808,19.05862366489249,1
1.052,2.565,0.978,101.882,30.438398052459988,68918.178,6396.5147624558795,1
1.355,1.207,1.0,225.0,0.0,175.0,0.0,1
1.47,2.105,1.0,162.564,15.525395453900684,73720.832,2980.1078704932816,1
0.643,2.298,0.71,50.882,38.91035949461274,47268.176,14705.294084275363,1
1.127,1.522,1.0,170.686,11.59186801167094,63682.752,2984.066826077459,1
0.837,2.334,0.98,90.04,28.245466892936996,66706.622,4706.742137733488,1
1.428,1.682,1.0,192.71,8.467461248804153,47137.178,2459.3901704113564,1
0.576,0.282,1.0,225.0,0.0,175.0,0.0,1
1.345,0.77,1.0,225.0,0.0,175.0,0.0,1
0.895,1.315,1.0,158.51,12.973276378771862,62409.988,2518.2202715124026,1
0.718,0.8,1.0,202.31,6.419493749510159,34372.172,2086.797978342897,1
0.364,2.122,0.188,8.602,20.07773881690864,15791.316,12572.018977878774,1
1.264,1.943,1.0,152.934,15.329502405492489,70689.902,2595.4557219101234,1
1.451,0.438,1.0,225.0,0.0,175.0,0.0,1
1.138,2.256,1.0,126.848,18.26901464228435,96550.804,2367.723309338319,1
0.93,1.088,1.0,193.456,7.448762581798402,42885.21,2239.7444706707056,1
1.083,2.896,0.652,61.55,52.05538877003994,58437.78,21546.07406261289,1
1.002,2.676,0.774,72.124,46.17025691936314,61434.062,16540.955987673628,1
0.045,1.117,0.0,0.0,0.0,330.302,16.107600566192346,1
0.994,1.774,1.0,135.692,18.032114019160367,81696.43,4174.6245834925085,1
0.022,0.59,0.002,0.002,0.044676615807377355,452.586,28.67247118753457,1
0.681,0.165,1.0,225.0,0.0,175.0,0.0,1
0.674,0.22,1.0,225.0,0.0,175.0,0.0,1
1.48,1.234,1.0,225.0,0.0,175.0,0.0,1
0.573,0.253,1.0,225.0,0.0,175.0,0.0,1
0.64,0.147,1.0,225.0,0.0,175.0,0.0,1
0.528,2.506,0.15,8.346,22.083710829477912,18806.528,14015.193279909343,1
0.525,0.686,1.0,175.952,11.161079517681076,58998.544,2915.1798503804184,1
0.402,0.683,1.0,140.166,15.30733301395119,69693.976,3701.7349952993663,1
0.276,0.345,1.0,182.458,9.785307148986178,50794.554,2585.291682399493,1
0.78,1.596,1.0,120.696,19.117520341299496,81045.544,3556.640428278349,1
0.019,2.39,0.0,0.0,0.0,173.224,16.321943021589064,1
1.342,2.36,1.0,140.776,20.524663797490085,100343.43,2903.21879594012,1
0.597,2.282,0.716,49.044,37.058036429363064,45830.786,13333.363660239827,1
1.306,2.183,1.0,142.45,17.188819040294767,80851.69,3382.8847101105885,1
1.491,1.192,1.0,225.0,0.0,175.0,0.0,1
0.236,0.457,1.0,128.042,17.93656143189101,83843.574,4256.38308996312,1
1.132,1.155,1.0,220.746,2.479815315703974,12878.038,1338.905701144035,1
0.803,1.369,1.0,138.912,15.389225321633313,72829.894,4024.5768302722213,1
1.051,1.475,1.0,165.266,12.3985178146422,62885.998,2729.144402554764,1
0.12,0.448,0.994,69.71,22.04436209102001,45810.774,4387.410475773153,1
1.11,2.315,1.0,120.924,22.170931960564943,85961.712,2081.354526517767,1
0.037,1.026,0.0,0.0,0.0,343.57,15.559469785310808,1
0.515,2.012,0.904,61.764,29.329921650082873,49093.184,8354.968160450642,1
0.375,1.152,1.0,83.902,20.68710699928823,55219.492,3854.632135747327,1
0.607,2.58,0.262,16.116,30.296972522019427,28025.436,17426.875158498842,1
0.362,1.625,0.724,43.262,33.550221400163664,36356.182,10180.124947802753,1
0.892,0.151,1.0,225.0,0.0,175.0,0.0,1
1.231,1.476,1.0,190.162,8.162827696331707,48437.64,2565.67149931553,1
1.334,1.457,1.0,206.808,5.599565697444758,31779.866,2061.925032595511,1
0.006,0.985,0.0,0.0,0.0,341.56,16.495162927355402,1
0.123,1.585,0.0,0.0,0.0,302.904,186.99049918110813,1
0.625,1.397,1.0,110.996,19.614789930050232,65942.776,3330.9229480466824,1
1.432,0.36,1.0,225.0,0.0,175.0,0.0,1
0.777,1.97,1.0,99.106,22.7343520690606,66265.848,3202.2227900157104,1
0.489,1.55,1.0,80.252,20.923491486843204,53519.782,3528.182707638027,1
0.695,0.275,1.0,225.0,0.0,175.0,0.0,1
0.808,0.538,1.0,225.0,0.0,175.0,0.0,1
0.103,2.889,0.0,0.0,0.0,146.03,15.718050133524834,1
0.951,0.893,1.0,225.0,0.0,175.0,0.0,1
0.017,1.27,0.0,0.0,0.0,299.084,17.27602222735315,1
0.274,2.516,0.008,0.012,0.14091131963046832,1621.906,2998.961299044054,1
0.722,1.448,1.0,125.616,18.7181340950427,90492.642,3521.6758121434177,1
0.309,0.972,1.0,81.454,19.1994761386867,51887.384,3810.49171059904,1
0.872,1.193,1.0,168.34,12.004682419789372,61469.976,2589.2753572040187,1
0.664,3.095,0.0,0.0,0.0,168.066,16.75737580887891,1
0.68,1.314,1.0,128.558,17.07825037877124,85748.956,4262.587997691543,1
0.781,0.818,1.0,214.81,4.012218837501265,20526.946,1680.88286774659,1
0.433,2.02,0.546,30.226,32.46128346199515,31912.536,13662.404154785641,1
0.068,0.613,0.112,3.08,9.971439214075367,8467.528,4980.619563991613,1
0.671,2.72,0.342,23.408,35.73851614155238,32750.822,19056.418133382675,1
0.75,0.208,1.0,225.0,0.0,175.0,0.0,1
0.746,1.138,1.0,153.672,13.719636146778821,62246.11,2504.649653324792,1
0.858,0.415,1.0,225.0,0.0,175.0,0.0,1
0.224,1.692,0.08,2.5,10.054551208283739,5103.242,7182.9833122064265,1
0.527,0.295,1.0,225.0,0.0,175.0,0.0,1
0.96,1.045,1.0,207.15,5.504498160595569,29936.074,2033.2060949456156,1
0.969,2.677,0.73,70.062,49.32912077059554,62159.0,18347.995656964824,1
0.478,1.567,1.0,79.158,21.937662500822643,52106.358,3658.6254016824405,1
0.998,0.228,1.0,225.0,0.0,175.0,0.0,1
1.404,0.807,1.0,225.0,0.0,175.0,0.0,1
0.486,1.823,0.922,63.876,28.404728902068403,48879.406,7563.503678928437,1
1.004,0.983,1.0,225.0,0.0,175.0,0.0,1
0.107,0.551,0.778,40.002,27.778444808880142,31863.024,8794.162849039356,1
1.016,1.022,1.0,223.674,1.3235271058803442,5175.604,705.3891742747403,1
1.047,0.1,1.0,225.0,0.0,175.0,0.0,1
1.233,1.169,1.0,225.0,0.0,175.0,0.0,1
0.023,2.866,0.0,0.0,0.0,134.588,14.787368122826996,1
0.38,3.09,0.0,0.0,0.0,136.288,15.097584442552392,1
0.737,2.848,0.054,3.852,17.391552432143598,20145.51,15458.800498288992,1
1.036,1.141,1.0,204.96,6.14250763125289,32339.036,2025.3654422607294,1
0.123,0.96,0.208,7.452,16.604327628663558,11693.538,6736.403723987748,1
1.117,0.233,1.0,225.0,0.0,175.0,0.0,1
0.314,0.312,1.0,225.0,0.0,175.0,0.0,1
0.332,2.945,0.002,0.002,0.044676615807377355,1323.704,1968.7741496636938,1
0.27,1.253,0.774,42.592,29.199889314858712,34830.028,8578.771195178013,1
1.182,0.197,1.0,225.0,0.0,175.0,0.0,1
0.2,1.65,0.06,1.47,7.040532650304237,3107.688,5412.099676711063,1
0.975,1.131,1.0,195.136,7.864191248946073,41638.922,2239.3374966529723,1
1.107,0.852,1.0,225.0,0.0,175.0,0.0,1
1.353,2.742,1.0,125.772,21.366703442506054,101705.61,1408.6314059753176,1
1.059,1.527,1.0,161.85,13.587328655773364,63535.676,2470.281419398203,1
1.02,0.335,1.0,225.0,0.0,175.0,0.0,1
0.927,1.293,1.0,166.124,12.29669158757753,61879.864,2771.454266897435,1
0.877,0.3,1.0,225.0,0.0,175.0,0.0,1
0.57,0.679,1.0,190.618,8.332831211539089,45028.284,2336.029491111788,1
0.282,1.82,0.19,7.786,18.558669241085145,11526.346,10836.136888498779,1
0.126,0.428,0.998,73.872,20.36594255122998,47310.552,3885.282126602391,1
0.941,2.219,1.0,108.876,23.90800334616005,74275.68,2409.51999817391,1
0.405,1.42,0.994,73.886,21.860215095007643,47810.192,4064.0746601331034,1
1.019,0.265,1.0,225.0,0.0,175.0,0.0,1
0.247,0.656,1.0,94.286,20.036372026891495,56299.796,3495.706333544624,1
0.059,1.852,0.0,0.0,0.0,233.566,17.26701027972127,1
0.705,2.683,0.15,10.512,27.590611736603446,25874.788,17804.607859850665,1
0.748,1.821,1.0,100.332,21.684597667468953,63562.922,3253.8812719452444,1
1.488,2.706,1.0,139.284,22.055460639034496,106449.082,1204.9802103254642,1
1.189,2.974,0.562,55.252,54.20446933602431,53435.988,21697.332995275156,1
0.445,1.469,1.0,78.0,21.9441108272812,50892.666,3783.2460272157823,1
0.081,0.245,1.0,82.492,20.088552361979694,56361.06,3920.839695830474,1
0.235,1.274,0.526,25.21,28.457440151918092,25327.558,10008.734009585629,1
0.171,1.257,0.212,6.45,14.651126236573077,11362.92,7976.485234587976,1
0.831,2.368,0.98,86.866,28.27663424101249,67674.536,5285.194586456018,1
1.488,1.781,1.0,190.576,9.191094820531447,51258.32,2592.240812424648,1
0.247,1.108,0.814,47.436,30.34906759688014,36034.424,8432.952442426318,1
0.026,2.498,0.0,0.0,0.0,166.118,17.248306467592695,1
0.134,2.85,0.0,0.0,0.0,160.582,83.84313493661841,1
0.208,0.479,1.0,105.764,17.610232934291357,61888.704,3415.1183394406703,1
0.059,2.583,0.0,0.0,0.0,165.204,15.639129899070474,1
0.209,2.919,0.0,0.0,0.0,227.84,280.5114585894844,1
0.136,2.614,0.0,0.0,0.0,186.388,76.5577785466637,1
0.16,0.315,1.0,127.404,17.555876053333254,86268.852,4236.995212895101,1
0.253,0.507,1.0,126.022,17.212829982312613,88317.22,3786.141912237311,1
0.635,2.718,0.084,5.43,20.18764721308553,19162.062,14686.797976215103,1
1.487,0.763,1.0,225.0,0.0,175.0,0.0,1
0.782,0.898,1.0,197.892,7.071940044994725,39950.642,2325.452800173764,1
0.918,0.586,1.0,225.0,0.0,175.0,0.0,1
1.01,2.798,0.704,63.48,48.55163848934452,60843.748,19065.386968968032,1
0.76,2.232,0.998,87.53,23.838898883966934,65612.264,2928.772254427442,1
0.111,1.587,0.0,0.0,0.0,286.788,181.47078843714766,1
1.08,2.244,1.0,121.456,20.36840847980028,86723.538,2516.663238607025,1
1.077,3.031,0.0,0.0,0.0,281.122,16.76040321710668,1
1.037,2.856,0.702,61.288,46.18775872457984,60592.64,19737.52062895439,1
0.614,1.361,1.0,110.258,19.612736576011006,66042.752,3473.761642153359,1
1.151,1.775,1.0,152.486,14.874737106920579,68569.672,2696.163115320733,1
0.027,1.164,0.0,0.0,0.0,318.67,16.043724629898133,1
0.478,0.242,1.0,225.0,0.0,175.0,0.0,1
0.103,0.723,0.334,12.486,19.864687362251637,16718.11,8238.348730777303,1
0.038,2.985,0.0,0.0,0.0,128.67,14.664006955808498,1
0.349,0.104,1.0,225.0,0.0,175.0,0.0,1
0.209,2.252,0.002,0.02,0.4467661580737735,633.212,1585.5873407214124,1
1.079,1.22,1.0,199.86,6.543729823273573,37766.774,2266.344651398811,1
1.462,2.702,1.0,140.554,22.227529867261453,106735.17,1037.8130646219483,1
1.03,0.401,1.0,225.0,0.0,175.0,0.0,1
0.569,2.705,0.042,1.982,10.456848282345883,14299.768,11491.283047169973,1
0.705,2.241,0.968,79.006,29.26250098675778,60141.102,6340.716480619205,1
1.269,3.032,0.0,0.0,0.0,299.16,13.536410159270442,1
0.012,2.964,0.0,0.0,0.0,126.126,15.38369669487799,1
0.15,0.11,1.0,225.0,0.0,175.0,0.0,1
0.029,0.123,0.95,59.248,24.094864515078726,40062.572,5662.64248287105,1
1.153,2.659,0.996,105.414,30.359621275635178,70116.726,2450.0478156403396,1
1.239,1.011,1.0,225.0,0.0,175.0,0.0,1
0.854,1.315,1.0,152.302,13.8323821520373,63314.794,2717.3568774756104,1
0.545,1.581,1.0,88.3,21.67473183225112,60954.586,3804.174466898699,1
1.492,0.68,1.0,225.0,0.0,175.0,0.0,1
1.391,1.894,1.0,170.018,12.401680370014379,70142.99,2952.818177588996,1
0.443,0.453,1.0,220.152,2.6481873045538147,11610.102,1205.7566900482036,1
0.89,0.789,1.0,225.0,0.0,175.0,0.0,1
1.065,3.018,0.0,0.0,0.0,299.61,14.337848513636905,1
1.374,3.014,0.0,0.0,0.0,346.784,14.396712958172083,1
0.054,1.935,0.0,0.0,0.0,223.312,17.154785221622564,1
1.078,0.965,1.0,225.0,0.0,175.0,0.0,1
1.288,1.252,1.0,225.0,0.0,175.0,0.0,1
1.131,1.098,1.0,225.0,0.0,175.0,0.0,1
1.065,2.286,1.0,115.918,22.919495544186834,81992.002,2327.2236209689863,1
0.538,1.565,1.0,88.506,21.535040376094027,60790.518,3791.826555326074,1
0.282,0.111,1.0,225.0,0.0,175.0,0.0,1
0.365,0.391,1.0,210.402,4.704508050795535,24465.054,1910.0869171542954,1
1.386,2.428,1.0,140.242,20.554888372355613,100999.88,2798.58430668079,1
0.428,0.593,1.0,166.57,11.531222831946314,60016.242,2557.811847543912,1
0.472,1.107,1.0,105.894,18.32579504414474,60947.752,3140.071019339531,1
1.078,2.359,1.0,113.944,24.691554507563918,81360.876,2222.1447659016276,1
0.793,0.262,1.0,225.0,0.0,175.0,0.0,1
0.26,1.891,0.072,2.438,10.554911463389923,5126.288,7326.054327197962,1
1.262,2.341,1.0,134.884,20.867835153652138,99786.57,2092.4171833312785,1
0.493,1.66,0.996,75.644,22.367862302866584,51692.986,4187.363305208183,1
1.296,2.635,1.0,128.028,21.55892427743091,100733.864,1584.6088948078007,1
0.738,1.495,1.0,123.116,18.560995231937323,84508.734,3673.8517513971624,1
0.323,0.84,1.0,94.626,17.976154316204564,56940.682,3543.244360311041,1
1.134,3.036,0.0,0.0,0.0,279.732,16.50721587670071,1
0.364,2.883,0.002,0.012,0.2680596948442641,2338.888,3149.4898589225527,1
1.229,1.617,1.0,175.534,11.202358858740421,65952.378,3707.533125289105,1
1.277,3.098,0.0,0.0,0.0,223.89,19.045049225454893,1
1.448,2.074,1.0,163.396,15.515385396437951,73340.0,2771.2629878811576,1
0.2,1.553,0.098,2.892,10.66097256351408,5465.29,7095.934509696379,1
1.266,2.351,1.0,136.36,21.320750455835274,100099.524,2087.419954255492,1
1.419,0.758,1.0,225.0,0.0,175.0,0.0,1
1.458,1.383,1.0,225.0,0.0,175.0,0.0,1
0.187,0.816,0.918,54.524,25.697498399649717,39019.342,6347.301070930542,1
0.815,0.134,1.0,225.0,0.0,175.0,0.0,1
0.814,0.557,1.0,225.0,0.0,175.0,0.0,1
1.255,1.141,1.0,225.0,0.0,175.0,0.0,1
0.27,2.006,0.064,2.148,10.038231716791557,4892.82,7436.144446660514,1
0.62,1.886,1.0,84.81,23.834300912760163,61825.242,3038.0955790488224,1
0.433,1.448,1.0,77.192,22.31571500086878,49830.2,3866.5629052169834,1
0.453,2.298,0.278,15.506,27.430821424084257,22325.176,14865.71095255871,1
1.35,2.229,1.0,144.218,16.8330174359798,79284.616,3197.333657994423,1
0.333,2.199,0.076,3.062,12.049653770959564,8316.308,9532.47163064942,1
1.401,0.318,1.0,225.0,0.0,175.0,0.0,1
0.916,2.284,0.994,99.99,26.577469781753113,68729.392,3689.933806226881,1
1.291,0.884,1.0,225.0,0.0,175.0,0.0,1
0.257,0.569,1.0,111.744,18.25043736462225,65044.086,3515.971149853764,1
1.074,2.526,0.998,104.024,27.027974840894018,71943.75,2229.607683764119,1
0.027,1.654,0.0,0.0,0.0,247.514,17.089581738591498,1
0.426,2.918,0.002,0.066,1.474328321643452,3671.858,4595.228744016558,1
0.631,1.24,1.0,126.914,17.11182643670745,88710.728,4202.240351290726,1
0.22,1.411,0.31,12.628,21.426843351273188,16404.936,9727.652862222418,1
0.032,2.528,0.0,0.0,0.0,164.228,15.550691817407996,1
1.113,0.641,1.0,225.0,0.0,175.0,0.0,1
0.123,0.13,1.0,213.224,4.081889758432974,16562.792,1502.2987361826542,1
0.173,1.205,0.262,10.116,19.331904820787837,14386.088,8561.343172204699,1
1.192,2.96,0.372,38.956,54.510751820168466,46489.81,24442.784963049933,1
1.146,1.894,1.0,143.558,16.475759041695166,74864.046,3279.018994132849,1
1.057,0.471,1.0,225.0,0.0,175.0,0.0,1
0.463,1.746,0.96,66.026,25.507436641105276,48767.86,6205.151023174214,1
0.25,2.587,0.004,0.006,0.09981983770774225,894.524,1716.3204763167046,1
1.291,2.677,1.0,120.768,24.52709065502878,94478.276,1587.3272025086699,1
1.034,0.277,1.0,225.0,0.0,175.0,0.0,1
1.417,0.846,1.0,225.0,0.0,175.0,0.0,1
0.592,1.385,1.0,104.496,19.674399203025235,61759.022,3229.546290969677,1
1.34,0.637,1.0,225.0,0.0,175.0,0.0,1
0.875,2.762,0.166,13.568,32.64734868255001,29106.762,19945.111300801407,1
0.312,2.904,0.006,0.012,0.189356806056714,1175.462,1839.6521814071268,1
0.412,0.161,1.0,225.0,0.0,175.0,0.0,1
0.096,2.671,0.0,0.0,0.0,164.554,16.563788334798293,1
0.721,0.931,1.0,177.77,11.444347949970764,57456.986,2839.7899946658026,1
0.392,1.146,1.0,86.036,20.019258327920145,58814.978,4094.427317405451,1
0.91,0.341,1.0,225.0,0.0,175.0,0.0,1
0.679,1.966,1.0,88.994,23.728421017842713,64676.718,2946.496591288712,1
1.369,1.275,1.0,225.0,0.0,175.0,0.0,1
1.205,2.51,1.0,122.338,24.85058864493958,88152.036,1668.5566093794962,1
0.463,1.824,0.956,62.944,24.326464272474947,48716.552,6349.400912786655,1
1.427,0.37,1.0,225.0,0.0,175.0,0.0,1
0.846,0.735,1.0,225.0,0.0,175.0,0.0,1
0.163,2.131,0.0,0.0,0.0,290.182,425.49239814125934,1
0.693,0.321,1.0,225.0,0.0,175.0,0.0,1
1.473,0.52,1.0,225.0,0.0,175.0,0.0,1
0.535,3.018,0.0,0.0,0.0,212.168,17.739215766205675,1
1.067,0.366,1.0,225.0,0.0,175.0,0.0,1
1.21,2.975,0.398,38.248,51.271107809369596,47830.676,24192.187706592886,1
0.885,0.488,1.0,225.0,0.0,175.0,0.0,1
0.083,2.966,0.0,0.0,0.0,136.602,15.589342385103997,1
1.04,2.128,1.0,121.71,19.668805250955128,88110.322,2831.3712258049104,1
0.329,2.912,0.0,0.0,0.0,1362.256,1931.829416502399,1
0.072,2.744,0.0,0.0,0.0,153.536,15.895052815262993,1
1.413,0.538,1.0,225.0,0.0,175.0,0.0,1
1.185,2.406,1.0,124.668,21.075905105119446,94944.31,2037.2447722107424,1
0.619,2.489,0.558,36.09,37.34211965060366,40325.6,16361.676577783832,1
1.377,0.334,1.0,225.0,0.0,175.0,0.0,1
1.274,1.71,1.0,172.746,12.53353437782017,68219.582,3413.2118216243184,1
0.41,2.365,0.096,4.27,14.1722651682785,12840.058,11619.408686961484,1
0.402,0.794,1.0,126.004,17.952492417489,88533.878,4019.0422216140005,1
1.435,2.549,1.0,138.792,21.26943196232565,104234.428,1782.1079038082962,1
