regen,metab,survival_probability,mean_final_population,std_final_population,mean_births,std_births,has_reproduction
0.363,0.739,1.0,122.372,18.44422988362485,80755.524,3790.4828612492106,1
0.2,2.589,0.002,0.002,0.044676615807377355,358.11,669.9743352547171,1
0.221,1.6,0.146,5.256,14.660097680438556,8276.77,8841.703429831834,1
0.685,2.594,0.234,16.302,31.807275834311874,29074.704,18362.48649449153,1
0.125,2.585,0.0,0.0,0.0,184.854,68.56947341200748,1
0.005,1.13,0.0,0.0,0.0,316.9,16.17213653170168,1
1.459,2.275,1.0,150.234,16.983499168310402,77216.586,2681.938149660428,1
0.492,2.836,0.004,0.122,2.5524725267865276,6589.718,6900.470591668078,1
0.134,2.638,0.0,0.0,0.0,184.52,85.51737601212984,1
0.681,1.731,1.0,97.212,20.154182097023934,61701.006,3186.3994121836013,1
1.207,0.343,1.0,225.0,0.0,175.0,0.0,1
0.674,2.766,0.162,10.074,25.264372622331233,23397.042,17047.52825204393,1
1.107,0.212,1.0,225.0,0.0,175.0,0.0,1
1.373,2.863,1.0,118.36,28.075369988657318,82011.102,1446.1096513044922,1
1.3,2.118,1.0,145.226,17.29123835935414,75239.03,2843.7681644430863,1
1.25,2.598,1.0,122.796,25.22654126114002,90381.426,1639.9929379494292,1
0.519,1.512,1.0,87.928,22.4513433005689,60576.138,3784.919401381752,1
0.079,0.697,0.11,3.498,11.756274750106854,8487.042,4904.186129036703,1
0.228,2.37,0.002,0.002,0.044676615807377355,790.998,1807.5010600262453,1
0.893,2.224,1.0,101.898,25.17807768674964,69293.56,2461.2725038889944,1
1.279,2.121,1.0,142.73,17.185956476146448,77179.01,3046.245732356469,1
1.207,2.696,0.998,109.978,29.291867745160943,71681.236,3152.486370518356,1
0.41,1.467,0.986,71.752,22.175267664675438,47463.016,5291.323116172741,1
0.85,1.144,1.0,170.362,11.932265333959014,61563.89,2824.375626912964,1
0.262,2.946,0.004,0.004,0.063118935352238,510.356,905.8464004807879,1
0.459,1.571,0.996,73.968,23.687612289971312,50044.162,3896.672945957359,1
1.372,2.552,1.0,136.726,22.8438815440809,101911.72,1285.3622297235904,1
0.549,3.099,0.0,0.0,0.0,152.818,16.990611407480312,1
0.367,2.66,0.02,0.592,5.190138341123482,4403.886,5338.239091030299,1
1.021,2.777,0.744,70.614,48.58988581999344,62554.1,17699.890365818654,1
1.104,2.899,0.308,27.75,45.95932440756718,39316.336,23558.788448031533,1
1.054,0.123,1.0,225.0,0.0,175.0,0.0,1
0.975,2.793,0.676,64.528,50.83161630324182,60482.802,19740.088482040705,1
0.313,2.335,0.026,1.08,8.0180795705705,4111.29,6012.264965709678,1
0.919,1.714,1.0,130.72,18.17211049933386,84928.524,4129.1781493929275,1
0.608,0.11,1.0,225.0,0.0,175.0,0.0,1
1.174,1.775,1.0,153.514,15.379525480326109,68159.156,2721.601324893857,1
0.735,0.503,1.0,225.0,0.0,175.0,0.0,1
0.769,1.236,1.0,145.576,14.249639434034814,65227.328,2672.715164849408,1
0.159,0.935,0.56,23.816,25.495453398596382,24377.334,9189.605419083236,1
0.791,2.43,0.878,76.29,38.64605930751543,61164.216,11867.021860152783,1
0.064,0.201,1.0,80.882,19.810908005439835,51735.502,3970.4349426726535,1
0.197,1.253,0.362,15.052,22.505050455397786,19011.08,8751.286146253018,1
1.153,1.976,1.0,138.284,18.159827752487082,80323.532,3797.6296045001545,1
0.077,0.743,0.09,2.092,8.138030228501243,6193.548,4195.942704053048,1
1.403,1.374,1.0,225.0,0.0,175.0,0.0,1
0.556,1.664,1.0,86.378,21.066730073744242,62584.122,3465.3306692314372,1
0.95,0.194,1.0,225.0,0.0,175.0,0.0,1
1.407,1.166,1.0,225.0,0.0,175.0,0.0,1
0.691,0.386,1.0,225.0,0.0,175.0,0.0,1
0.85,2.285,0.998,94.882,26.223883694067894,66178.692,2708.7670843274805,1
1.086,1.325,1.0,186.508,9.309024438683142,49753.506,2529.1492676321022,1
0.408,3.036,0.0,0.0,0.0,168.594,16.617977133213294,1
0.824,0.889,1.0,209.066,5.284093488953427,27824.764,1872.399448916817,1
0.405,2.792,0.002,0.002,0.044676615807377355,3777.824,4396.705380739537,1
0.846,1.496,1.0,136.35,17.283156540400828,77234.812,4282.0089145932425,1
0.525,1.946,0.906,64.39,30.028151791277466,50196.82,7802.678405752733,1
1.434,0.236,1.0,225.0,0.0,175.0,0.0,1
0.997,2.021,1.0,123.428,18.285645080226182,88465.048,3245.019163841101,1
1.232,3.011,0.0,0.0,0.0,324.862,13.019176471651345,1
0.417,2.696,0.012,0.534,5.837537494526266,5600.132,6236.039178723623,1
0.928,2.638,0.664,60.228,48.532710783552986,58586.322,20379.17270819196,1
1.329,0.698,1.0,225.0,0.0,175.0,0.0,1
0.093,1.26,0.0,0.0,0.0,333.924,146.64504841282573,1
0.291,0.668,1.0,109.156,18.669324144167618,62660.378,3246.8477277377824,1
0.288,0.499,1.0,137.908,15.057607246837062,70539.41,3748.352958020362,1
0.913,0.541,1.0,225.0,0.0,175.0,0.0,1
0.139,3.082,0.0,0.0,0.0,114.04,13.951573387973129,1
1.303,2.684,1.0,121.3,23.51072095874561,96611.33,1580.926455310303,1
0.765,1.394,1.0,132.932,17.119911682015186,78356.022,4384.666282571115,1
0.895,0.852,1.0,225.0,0.0,175.0,0.0,1
0.814,1.681,1.0,119.234,19.883944377311057,79502.666,3402.06864987231,1
0.164,0.665,0.986,65.128,21.449000349666647,44465.806,4872.833782960794,1
1.365,2.104,1.0,151.736,15.710324757941828,73431.164,2612.254346173818,1
1.268,2.207,1.0,139.416,19.037724233741805,92163.846,3986.2272823164512,1
0.451,2.287,0.278,14.95,26.931533561978977,22914.868,14353.988915231055,1
0.292,2.704,0.01,0.134,1.8231960947742292,1345.606,2435.521258943145,1
1.178,0.512,1.0,225.0,0.0,175.0,0.0,1
1.284,1.967,1.0,153.35,14.819564770937099,70936.836,2453.5863321073502,1
0.883,0.652,1.0,225.0,0.0,175.0,0.0,1
0.205,2.311,0.0,0.0,0.0,533.172,1167.886123907635,1
1.188,0.811,1.0,225.0,0.0,175.0,0.0,1
0.187,2.18,0.004,0.004,0.063118935352238,424.694,869.0960846557762,1
1.072,0.646,1.0,225.0,0.0,175.0,0.0,1
0.568,2.305,0.66,42.55,36.3687709443143,41792.906,13963.197111591742,1
0.589,0.908,1.0,150.896,13.562786734296163,62131.002,2508.169511415845,1
0.463,1.737,0.952,67.39,26.75021308326347,48789.088,6252.764497744657,1
0.859,1.827,1.0,116.346,19.870638741620766,75421.246,3125.323985362798,1
0.838,2.678,0.262,22.19,39.568900667064284,34511.502,20805.724715327655,1
0.44,1.147,1.0,95.038,19.170199685970932,57133.582,3482.8690126497727,1
0.113,2.095,0.0,0.0,0.0,222.936,21.802016053567154,1
0.715,2.165,0.996,85.508,24.394301301738487,63724.652,3012.931671793438,1
0.65,0.376,1.0,225.0,0.0,175.0,0.0,1
0.325,1.158,0.994,73.472,22.682531075697877,46451.768,4270.728794734689,1
0.488,2.101,0.588,36.496,34.54785064226138,36495.492,14011.41734778948,1
0.582,2.915,0.108,5.784,18.098545355911895,16484.882,14251.080360171854,1
0.702,0.472,1.0,225.0,0.0,175.0,0.0,1
0.71,0.476,1.0,225.0,0.0,175.0,0.0,1
1.257,2.872,0.108,11.54,34.785864945405635,29050.388,20769.48089022583,1
0.433,1.21,1.0,89.054,18.89145531715331,57591.496,3912.738806767454,1
0.195,0.339,1.0,137.074,16.34259844700346,70542.714,3709.8339774448127,1
0.934,2.719,0.752,67.59,46.36638760999178,61829.98,18495.085658509397,1
0.974,2.205,1.0,109.68,23.602576130583714,77074.97,2534.4765299958885,1
0.084,2.13,0.0,0.0,0.0,211.258,17.538626970204938,1
1.107,2.008,1.0,135.21,17.278249332614692,89667.374,3564.3403864002667,1
0.212,1.85,0.024,0.602,4.817841425368834,1615.606,3631.506779666534,1
0.549,2.376,0.296,17.898,30.827708250857704,28523.828,16559.3740413826,1
1.094,0.572,1.0,225.0,0.0,175.0,0.0,1
0.812,1.996,1.0,100.634,23.236523922480316,66664.404,3000.5158457811885,1
0.69,0.453,1.0,225.0,0.0,175.0,0.0,1
0.512,0.719,1.0,164.692,12.260388900846499,60660.604,2586.4750312315023,1
1.246,2.862,0.092,9.424,31.627776146925026,28826.066,19684.262242452573,1
1.113,0.262,1.0,225.0,0.0,175.0,0.0,1
0.049,2.174,0.0,0.0,0.0,199.132,17.28972457848881,1
1.079,2.841,0.444,40.146,50.69320155602721,48590.19,22738.943109869906,1
1.423,2.305,1.0,145.92,17.403838657031958,79842.426,2867.367814655804,1
0.657,2.633,0.43,29.232,36.83664175790187,36622.922,18656.847419645044,1
0.306,1.771,0.396,18.888,27.148544270365583,20206.44,12681.985096285203,1
1.499,2.272,1.0,155.218,16.70336720544693,76096.198,2521.143965503755,1
0.358,1.685,0.704,40.382,32.83345970195648,33965.03,11456.650624554282,1
1.242,0.496,1.0,225.0,0.0,175.0,0.0,1
0.368,0.864,1.0,107.094,19.110341807513542,60900.174,3358.614282665397,1
1.039,2.291,1.0,113.882,23.578466362340027,79981.304,2292.574317134343,1
0.842,3.042,0.0,0.0,0.0,234.47,16.976368869696486,1
1.147,2.753,0.458,45.784,53.90296229336566,50442.876,21972.894163869812,1
0.609,1.1,1.0,132.726,16.009338649675694,75467.208,4319.09438386521,1
0.894,2.612,0.918,80.642,34.630822052039136,67985.182,10782.078148709366,1
1.23,1.372,1.0,202.11,6.179797731317749,35647.342,2122.2205448623854,1
1.298,0.821,1.0,225.0,0.0,175.0,0.0,1
0.2,1.502,0.132,4.66,13.518890487018528,8060.564,7965.930285026601,1
1.325,0.274,1.0,225.0,0.0,175.0,0.0,1
1.457,0.457,1.0,225.0,0.0,175.0,0.0,1
0.017,0.149,0.142,3.982,11.161795375296935,9048.536,4901.421906824999,1
0.245,2.553,0.006,0.006,0.07722693830523131,775.968,1358.4852060202938,1
0.041,2.848,0.0,0.0,0.0,139.78,15.503664083048237,1
0.104,0.129,1.0,183.952,9.527523077904352,46530.474,2452.986584823488,1
0.096,1.038,0.056,1.068,6.651870112983265,2342.044,2980.1131934985287,1
0.135,2.528,0.0,0.0,0.0,189.826,45.36615174334275,1
0.507,2.896,0.004,0.058,1.251653306630874,5524.456,5836.1943781940645,1
1.056,2.621,0.914,93.414,39.13436602271717,65707.886,11342.710798438087,1
0.89,2.913,0.002,0.002,0.044676615807377355,9751.576,8180.321588313262,1
0.423,0.768,1.0,131.51,16.96201344180578,75330.848,4105.65035395076,1
0.644,0.406,1.0,225.0,0.0,175.0,0.0,1
0.474,1.27,1.0,94.496,21.252622991056892,57469.76,3629.705194971074,1
0.811,0.482,1.0,225.0,0.0,175.0,0.0,1
1.488,1.063,1.0,225.0,0.0,175.0,0.0,1
1.108,1.34,1.0,187.642,9.146684426610552,48777.202,2473.4293313527273,1
1.059,0.346,1.0,225.0,0.0,175.0,0.0,1
1.162,1.361,1.0,193.73,7.850675130203771,43835.368,2362.3137125657126,1
1.124,2.944,0.218,19.83,40.66060870178901,35232.024,22656.163578581083,1
0.292,0.14,1.0,225.0,0.0,175.0,0.0,1
0.01,0.859,0.0,0.0,0.0,367.488,16.769312925698536,1
0.977,2.133,1.0,114.636,21.73944580710373,77831.98,2710.4091690370296,1
1.427,2.496,1.0,140.168,21.06009914506577,99475.16,2751.84742789276,1
0.342,2.797,0.006,0.044,0.8955802588266447,2230.094,3289.865393775861,1
0.426,2.114,0.47,24.682,30.058757060131413,28723.304,14804.440028436873,1
1.153,0.619,1.0,225.0,0.0,175.0,0.0,1
0.151,2.742,0.002,0.004,0.08935323161475471,176.414,64.65869318196897,1
0.54,1.708,0.998,80.888,22.920372073768785,55378.084,3862.081938662617,1
1.419,1.735,1.0,186.154,9.56045417331206,54085.918,2616.0669936521117,1
0.384,1.703,0.734,43.598,32.17328699402658,36753.742,11558.77286373584,1
0.92,2.02,1.0,114.334,22.026130935777168,74882.17,2704.9871092299127,1
1.304,0.819,1.0,225.0,0.0,175.0,0.0,1
1.325,1.722,1.0,177.932,11.69133764801958,65185.126,3544.3014942473505,1
0.585,2.441,0.464,30.282,36.646779885823534,35198.626,16414.775643002984,1
0.464,1.32,1.0,89.598,21.86422639838876,58300.95,3735.9696630861445,1
0.026,2.701,0.0,0.0,0.0,147.164,15.45344958253658,1
0.736,0.861,1.0,194.242,7.866094075206576,42470.446,2187.161349119904,1
0.851,2.576,0.912,80.324,35.90642037296394,65611.444,11136.930589478594,1
0.938,1.035,1.0,204.514,5.902016943384693,32713.45,2040.4666465051566,1
1.106,1.442,1.0,175.28,10.773188942926788,61536.024,3373.5943833579045,1
0.31,2.34,0.024,0.914,6.440388497598573,4338.662,6063.7725544215455,1
1.3,0.915,1.0,225.0,0.0,175.0,0.0,1
0.112,1.692,0.0,0.0,0.0,272.032,95.7992430867802,1
0.883,0.886,1.0,224.614,0.6789727535034084,1287.706,244.15475331027244,1
0.794,2.095,1.0,94.534,22.98853723054166,67096.308,2854.405122812107,1
0.192,1.67,0.018,0.278,2.5985988532284083,1595.116,3331.8576546041095,1
0.186,1.343,0.234,7.724,16.382302158121735,12035.276,8448.74933489117,1
0.742,2.114,1.0,91.006,23.375156983430077,65646.678,2631.579686484147,1
0.356,2.883,0.004,0.004,0.063118935352238,2254.054,3414.200914867782,1
0.725,2.574,0.39,28.474,39.98016163048869,36006.226,17503.981785723045,1
0.963,2.776,0.694,63.412,48.725006475115016,60139.324,20573.164219706796,1
1.237,1.282,1.0,217.216,3.4335614163722195,18370.39,1676.410092399828,1
0.142,2.053,0.0,0.0,0.0,247.398,156.1135471251614,1
0.957,2.791,0.608,56.084,50.40731042219968,57026.392,20751.986281277656,1
1.22,2.648,1.0,115.682,27.08898071172114,79923.628,1600.5797017380921,1
1.236,2.778,0.882,94.364,43.656059189991026,64734.368,13504.504484525747,1
1.416,1.04,1.0,225.0,0.0,175.0,0.0,1
1.069,3.023,0.0,0.0,0.0,293.526,13.936187570494306,1
0.147,2.734,0.002,0.004,0.08935323161475471,177.442,62.603886748348145,1
0.422,0.445,1.0,214.036,4.102524101087037,20808.236,1788.5662650022225,1
0.263,2.342,0.006,0.036,0.6772769005362578,1758.806,3493.597470854935,1
0.609,0.1,1.0,225.0,0.0,175.0,0.0,1
0.34,2.317,0.062,2.396,11.293324754030586,7388.056,8697.844221924417,1
0.421,2.864,0.014,0.224,2.512732377313589,3459.552,4378.438706125278,1
1.405,1.071,1.0,225.0,0.0,175.0,0.0,1
0.368,2.461,0.038,1.348,7.862244972016581,7225.474,8305.529494338334,1
0.104,0.787,0.268,9.308,17.697489539479886,13339.136,6965.499435180796,1
0.222,0.997,0.848,48.736,28.271651950319423,36657.31,7952.459119410801,1
0.203,1.875,0.012,0.32,3.2232902444551903,1252.694,2923.8353148500005,1
0.112,2.205,0.0,0.0,0.0,211.362,30.842356524753427,1
0.238,0.174,1.0,225.0,0.0,175.0,0.0,1
1.343,3.032,0.0,0.0,0.0,316.616,15.363871387121153,1
1.429,1.251,1.0,225.0,0.0,175.0,0.0,1
1.064,2.558,0.996,103.476,26.820988497816405,70043.198,2168.5980408540445,1
1.493,0.795,1.0,225.0,0.0,175.0,0.0,1
0.442,0.37,1.0,225.0,0.0,175.0,0.0,1
0.245,0.877,0.998,70.466,20.273846305030528,46206.512,3885.2000095047874,1
1.014,2.714,0.734,69.51,48.80780572818245,60643.244,18219.52893519654,1
0.839,2.934,0.008,0.7,7.954747010433455,14426.482,11728.014305315115,1
0.188,2.523,0.0,0.0,0.0,319.776,591.5133150014461,1
0.683,1.935,1.0,90.238,22.119072222857813,64307.466,3011.1251466593017,1
0.705,2.948,0.0,0.0,0.0,6283.214,5596.749137151316,1
0.916,0.755,1.0,225.0,0.0,175.0,0.0,1
0.243,2.26,0.002,0.038,0.8488557003401694,1423.794,2831.785352664287,1
0.659,2.891,0.0,0.0,0.0,8880.29,8136.828987382001,1
0.401,1.62,0.944,60.272,25.363399141282308,46006.18,6262.118586516866,1
0.353,1.956,0.324,15.622,24.835682313961097,19402.202,13517.657946449006,1
1.339,2.434,1.0,136.928,21.487550255903997,102594.594,1593.5969393682956,1
1.499,1.23,1.0,225.0,0.0,175.0,0.0,1
0.244,2.521,0.004,0.042,0.8533674472347769,896.468,1717.6318793548285,1
1.099,2.987,0.58,52.848,51.05264827606889,57389.25,22156.00783623936,1
0.394,0.71,1.0,132.466,15.554704883089231,74338.718,4141.131868761969,1
0.38,2.164,0.176,7.894,19.436737483435845,15274.51,12499.250812824741,1
0.287,2.237,0.026,0.824,5.805947295661579,3366.658,5418.309294331212,1
1.113,2.422,1.0,115.96,24.980600473167172,82454.642,1962.5334213296853,1
0.022,2.823,0.0,0.0,0.0,136.746,15.603508707979755,1
0.903,2.841,0.09,7.516,25.78320662757059,21010.718,16414.271884505753,1
0.505,0.757,1.0,155.19,13.141305110224021,61771.018,2567.9486540186117,1
0.286,0.243,1.0,225.0,0.0,175.0,0.0,1
0.906,2.71,0.942,85.938,32.153913540967295,68677.222,9491.65163376301,1
1.061,2.668,0.742,74.86,50.714774967458936,58402.592,17251.31288944514,1
0.136,1.155,0.118,3.112,10.200953680906506,7347.362,6014.703811407175,1
0.855,2.707,0.254,20.43,37.981378332019496,34705.132,20940.868337740343,1
0.221,0.579,1.0,95.666,19.66973421274421,56812.474,3392.1959096319893,1
0.419,0.608,1.0,160.548,12.023630732852702,60984.09,2462.120293141665,1
0.496,2.809,0.01,0.578,5.89202138488991,7417.36,7125.92902591655,1
1.392,1.382,1.0,225.0,0.0,175.0,0.0,1
0.019,1.15,0.0,0.0,0.0,317.55,15.772491876682011,1
0.042,1.949,0.0,0.0,0.0,219.106,17.309961409546816,1
0.6,2.787,0.03,1.592,9.848935780072892,12165.764,11278.590393675266,1
0.492,1.813,0.958,69.266,25.64642750949925,49712.84,6198.283705220341,1
0.499,2.906,0.004,0.196,3.3414942765176185,5990.38,6525.303666159912,1
0.632,2.06,0.966,77.378,27.819833141124334,57360.734,4871.497017062003,1
1.249,0.986,1.0,225.0,0.0,175.0,0.0,1
0.95,1.547,1.0,144.58,15.398948016017197,68577.076,3111.193562963256,1
1.044,0.971,1.0,225.0,0.0,175.0,0.0,1
1.449,0.159,1.0,225.0,0.0,175.0,0.0,1
1.164,2.203,1.0,132.302,19.02679153194253,94878.898,2628.1103872546905,1
1.177,2.552,1.0,116.14,26.95471016353172,82576.77,1748.5714869858768,1
0.892,2.962,0.004,0.146,3.0875044939238565,9781.632,8780.85578133339,1
0.36,2.811,0.008,0.096,2.0116619994422518,2233.732,3088.9053355802275,1
1.464,0.647,1.0,225.0,0.0,175.0,0.0,1
1.313,0.974,1.0,225.0,0.0,175.0,0.0,1
0.922,3.068,0.0,0.0,0.0,217.658,18.372943041331183,1
0.646,0.114,1.0,225.0,0.0,175.0,0.0,1
0.971,1.733,1.0,136.322,17.54965287405993,80917.38,3916.043805117609,1
0.788,0.833,1.0,213.03,4.225766202714012,22696.736,1719.501882029793,1
0.741,1.966,1.0,93.634,22.663804711477727,66213.552,3238.018243199998,1
1.214,1.346,1.0,203.244,6.3287016045947375,34427.786,2173.7520834271786,1
0.668,2.332,0.732,54.996,39.450982041008814,48487.548,14770.220348379911,1
0.307,0.619,1.0,124.642,18.310156635048212,84807.158,3661.511750225035,1
1.473,0.111,1.0,225.0,0.0,175.0,0.0,1
0.196,1.514,0.112,3.81,12.641435836169878,5703.292,7246.620937701653,1
1.089,1.74,1.0,147.986,14.72228936001463,69766.764,2934.694101316865,1
0.647,2.128,0.938,74.414,30.588210212433157,56356.734,8265.170072735587,1
1.003,2.296,0.998,109.768,24.132761466520982,77951.588,2256.0981260255503,1
0.36,1.564,0.818,48.8,30.461976298329695,38873.582,9062.836142581195,1
1.176,0.892,1.0,225.0,0.0,175.0,0.0,1
0.07,0.138,1.0,127.51,18.053196392882896,84921.88,3793.5715912053115,1
1.046,2.968,0.63,56.804,49.30474200317855,57689.704,21381.99358189933,1
1.166,1.729,1.0,159.102,13.82474578428117,67017.02,2869.1020218179765,1
0.916,0.378,1.0,225.0,0.0,175.0,0.0,1
0.695,0.889,1.0,179.654,10.234563205139729,55914.606,2894.438598202422,1
0.737,0.707,1.0,225.0,0.0,175.0,0.0,1
1.468,1.863,1.0,180.912,11.384210820254516,62930.936,3126.053227298601,1
0.459,0.35,1.0,225.0,0.0,175.0,0.0,1
0.162,1.092,0.358,12.776,19.984639701530774,17019.966,8127.18006154927,1
1.389,2.806,1.0,126.666,20.199367415837557,102034.76,1438.5691621885965,1
0.991,1.952,1.0,126.174,18.035845530498424,88933.408,3199.430290776156,1
0.855,0.769,1.0,225.0,0.0,175.0,0.0,1
1.251,1.322,1.0,213.34,4.3049274093763765,23711.286,1768.4185726812527,1
0.26,1.306,0.726,37.952,28.612264782781526,32813.226,9060.254444712025,1
0.111,0.664,0.534,23.186,25.93575531963548,24104.224,9136.56910036935,1
0.92,0.781,1.0,225.0,0.0,175.0,0.0,1
0.997,1.893,1.0,130.308,18.411223098968737,88770.226,3823.990380077335,1
0.336,1.075,1.0,78.154,20.183316972192653,50662.384,3979.377414689891,1
1.136,1.893,1.0,142.3,16.410911004572537,74909.282,3490.766837598295,1
0.211,0.209,1.0,225.0,0.0,175.0,0.0,1
1.338,1.106,1.0,225.0,0.0,175.0,0.0,1
0.593,2.352,0.658,45.546,38.629779756037955,42708.15,15061.242712721285,1
0.901,1.887,1.0,117.92,19.26846127743469,79332.016,3000.150065537389,1
1.236,2.656,0.998,117.334,28.77398901786125,80654.912,1823.7407777027963,1
0.496,1.675,0.994,72.954,23.373914605816463,51593.608,4200.429808761955,1
1.036,0.679,1.0,225.0,0.0,175.0,0.0,1
1.097,0.924,1.0,225.0,0.0,175.0,0.0,1
1.066,1.775,1.0,143.3,17.21121727246507,74841.982,3905.5775057827236,1
1.083,0.394,1.0,225.0,0.0,175.0,0.0,1
0.62,0.993,1.0,146.0,13.825339055516865,64216.166,2755.6544613655756,1
1.073,2.477,0.998,107.136,27.73296781810414,75573.542,1987.019796639178,1
1.379,2.22,1.0,147.648,16.763654016949886,76690.138,2732.8744952807474,1
1.239,2.41,1.0,131.03,19.36360245408896,97607.896,1922.8401361486087,1
0.33,0.42,1.0,179.726,10.260941672185844,54107.622,2715.8829980534874,1
0.63,0.986,1.0,150.728,13.150285776362429,63150.608,2621.304962482618,1
0.086,1.169,0.0,0.0,0.0,350.732,189.4821157154416,1
0.035,0.704,0.016,0.016,0.125475097130865,432.97,105.53178241648341,1
0.047,0.801,0.02,0.066,0.9579373674724249,455.768,297.10484037793793,1
0.063,0.899,0.028,0.058,0.4589509777743152,619.07,747.2633786691275,1
0.026,0.535,0.05,0.066,0.3250292294548292,562.598,236.01555117406988,1
0.084,1.044,0.024,0.14,1.7822457742971363,718.934,1148.4682728068722,1
0.04,0.737,0.012,0.05,0.8576129663198896,450.892,224.22639527049444,1
0.085,1.091,0.008,0.008,0.08908422980528033,545.566,831.6455504865038,1
0.017,0.366,0.086,0.126,0.637278589001702,812.914,356.1906211623209,1
0.033,0.564,0.07,0.156,1.5606613982539579,918.008,678.5237357204242,1
0.077,0.946,0.05,0.21,1.5290192935342573,1254.748,1689.2544510807127,1
0.086,1.006,0.034,0.208,2.1054063740760354,1414.014,2003.5093096374671,1
0.121,1.213,0.046,0.346,2.6272198233113264,1994.86,3170.742398303589,1
0.022,0.333,0.078,0.326,2.1981182861711512,1912.494,1145.180837232269,1
0.134,1.208,0.076,1.502,6.550572188748093,4721.458,5282.380509981839,1
0.114,1.092,0.062,0.848,4.995287379120444,4019.248,4151.5378753536625,1
0.068,0.674,0.076,1.79,8.078978895875393,5939.02,3650.0190464708535,1
0.112,1.04,0.066,1.728,7.575091814625086,5336.342,4549.10749543644,1
0.047,0.476,0.078,2.35,9.38229716007759,5812.128,3606.5398175558794,1
0.103,0.957,0.104,2.506,8.616609774151318,6374.362,4479.009015726135,1
0.002,0.165,0.0,0.0,0.0,805.696,35.84873197199588,1
0.011,0.29,0.074,0.112,0.48934241590117644,769.554,216.47682343382627,1
0.084,0.698,0.12,3.718,12.241833032679379,9152.182,5487.376206246115,1
0.14,1.124,0.21,6.938,15.846708049307907,9614.454,6812.164436350902,1
0.141,1.185,0.084,2.41,9.526694075071374,6788.188,5913.077435367814,1
0.016,0.152,0.084,2.156,8.544920362414153,7231.042,4174.042128708813,1
0.045,0.412,0.084,2.494,9.281054034968227,7689.41,4473.214304937782,1
0.141,1.079,0.202,7.268,16.68305056037414,11504.316,6881.669785752873,1
0.152,1.141,0.198,6.99,15.665819480640009,11250.01,7076.522361577048,1
0.091,0.75,0.166,4.946,13.074979311647112,10277.942,5848.760071214753,1
0.104,0.9,0.134,4.138,11.9471735569548,8083.15,5519.632515258602,1
0.095,0.846,0.112,3.348,10.971913962477101,7988.626,4852.686211380662,1
0.022,0.191,0.116,3.564,11.271464146241161,9089.188,5027.027378148641,1
0.09,0.786,0.142,3.938,11.440723578515477,8384.358,5059.245690598155,1
0.152,1.248,0.14,4.49,12.770352383548389,7400.228,6733.397113494496,1
0.124,0.93,0.178,6.054,14.556204312938176,12483.564,7039.483495960765,1
0.11,0.719,0.346,13.774,21.351696045045227,17840.624,8640.46018141534,1
0.123,0.838,0.346,14.366,22.568917652382,16993.648,8465.23020195529,1
0.192,1.244,0.334,14.404,23.16119133378074,17736.85,8660.21623560867,1
0.062,0.431,0.316,12.05,19.98878435523281,16628.912,8109.6067204431065,1
0.076,0.481,0.386,16.026,23.116429741636143,19418.432,8826.943118734594,1
0.183,1.139,0.406,16.814,23.82333738165163,20088.102,8769.6959915151,1
0.147,0.96,0.408,15.906,22.082508100304185,18311.12,8451.167791589516,1
0.192,1.207,0.39,16.28,23.186064780380477,19144.798,9345.367053315564,1
0.118,0.792,0.358,13.678,21.201186664901567,17629.414,8245.543207976294,1
0.092,0.618,0.36,14.466,21.841264706971526,17539.624,8016.784296376197,1
0.021,0.229,0.048,1.014,5.746460127765615,5022.454,2837.6222510905145,1
0.16,1.041,0.376,14.666,21.440112966120306,18506.798,8842.614217367847,1
0.157,0.967,0.434,17.552,22.896534584954118,21054.932,9134.76172778338,1
0.174,1.047,0.512,22.53,25.54010767400952,23153.488,8846.02142445156,1
0.087,0.538,0.452,19.284,24.96604381955619,21138.132,8791.034502865747,1
0.205,1.246,0.466,19.63,23.976261176421982,21690.488,9303.214819074963,1
0.148,0.906,0.414,17.916,24.875227516547465,21255.576,9168.346732329881,1
0.03,0.175,0.568,25.634,26.81783071018236,24531.95,9290.48284942715,1
0.109,0.684,0.446,18.088,23.27943848120053,20153.726,8745.143676974323,1
0.199,1.169,0.502,21.524,25.26534036976347,22742.69,9879.728610133985,1
0.191,1.119,0.51,22.112,25.724063753614047,23666.804,9540.447883489747,1
0.05,0.346,0.302,11.498,20.30984972864152,15934.248,8246.778743879091,1
0.119,0.732,0.442,19.086,24.341787198149603,20989.668,9213.850233739206,1
0.059,0.378,0.398,16.316,22.8462719934785,19037.456,8763.463590844889,1
0.135,0.797,0.514,24.182,27.251364663076966,23554.488,9668.220315334978,1
0.097,0.58,0.538,24.6,26.406059910558408,24259.408,8931.148052380277,1
0.208,1.149,0.556,26.84,28.50975973241444,25462.732,9701.078958764123,1
0.18,0.958,0.682,33.842,28.726242984421056,28896.392,8828.384958209288,1
0.082,0.432,0.678,34.66,28.175173468853746,29195.782,9212.724240878808,1
0.173,0.93,0.6,28.136,27.042217068872144,27046.252,9690.789864840533,1
0.121,0.635,0.694,34.572,28.132771210813914,30159.196,8459.941249298603,1
0.128,0.683,0.638,30.072,27.674660178582137,27853.786,9500.168887141112,1
0.216,1.248,0.468,21.752,26.92549899259065,23148.168,9430.406251682693,1
0.131,0.749,0.508,22.518,25.361894172163087,24294.096,9657.576864347702,1
