fold,epoch,train_loss,train_move_loss,train_repro_loss,train_move_acc,train_repro_acc,val_loss,val_move_loss,val_repro_loss,val_move_acc,val_repro_acc
5,3,1.181574,0.214114,0.967460,0.938218,0.516183,1.235019,0.272947,0.962072,0.918474,0.511759
5,4,1.165149,0.197962,0.967187,0.940676,0.522070,1.220838,0.255909,0.964929,0.922524,0.480272
5,5,1.154258,0.188173,0.966085,0.942244,0.520449,1.212496,0.250341,0.962155,0.921479,0.535014
5,6,1.147419,0.181788,0.965631,0.942453,0.521286,1.207133,0.245637,0.961495,0.920695,0.514764
5,7,1.140319,0.175380,0.964939,0.944189,0.521286,1.210585,0.249924,0.960661,0.920303,0.520773
5,8,1.135843,0.171409,0.964434,0.944440,0.521537,1.217702,0.253990,0.963711,0.918082,0.481709
5,9,1.130740,0.166972,0.963768,0.944984,0.521537,1.182161,0.222446,0.959715,0.924223,0.536452
5,10,1.126328,0.162767,0.963561,0.945674,0.522342,1.191699,0.229138,0.962561,0.923308,0.478835
5,11,1.121792,0.158702,0.963089,0.946856,0.523492,1.187299,0.223884,0.963415,0.922655,0.477528
5,12,1.118924,0.155797,0.963126,0.946124,0.522656,1.175651,0.216701,0.958951,0.924615,0.547557
5,13,1.114860,0.152226,0.962634,0.946919,0.526284,1.166590,0.207226,0.959364,0.926574,0.522341
5,14,1.112330,0.149751,0.962578,0.947170,0.526159,1.171754,0.212415,0.959339,0.927097,0.523517
5,15,1.109240,0.146915,0.962325,0.947849,0.526452,1.160337,0.201688,0.958649,0.928142,0.535145
5,16,1.107533,0.145468,0.962065,0.947651,0.527435,1.171131,0.210207,0.960925,0.923569,0.494121
5,17,1.104544,0.142492,0.962052,0.948843,0.526671,1.176397,0.214285,0.962112,0.924092,0.482493
5,18,1.103310,0.141422,0.961888,0.948968,0.525270,1.173637,0.215496,0.958141,0.922655,0.545466
5,19,1.101901,0.140123,0.961778,0.948236,0.528156,1.161275,0.201001,0.960274,0.928011,0.516985
5,20,1.099149,0.137601,0.961549,0.949774,0.527424,1.167994,0.206227,0.961767,0.925137,0.486935
5,21,1.099028,0.137317,0.961711,0.949282,0.527728,1.160583,0.201586,0.958997,0.926966,0.520904
5,22,1.097313,0.135789,0.961524,0.950171,0.528993,1.156586,0.197037,0.959549,0.932062,0.515678
5,23,1.095399,0.133899,0.961500,0.950401,0.527989,1.155921,0.196985,0.958936,0.927620,0.516854
5,24,1.094950,0.133370,0.961580,0.950788,0.528805,1.153217,0.195310,0.957907,0.927489,0.524432
5,25,1.094027,0.132645,0.961382,0.951332,0.528114,1.157126,0.198755,0.958371,0.926444,0.552522
5,26,1.093366,0.131838,0.961528,0.950652,0.529955,1.151878,0.193492,0.958386,0.928142,0.529396
5,27,1.091743,0.130640,0.961103,0.950913,0.529139,1.168781,0.209090,0.959691,0.925529,0.499477
5,28,1.091011,0.129675,0.961335,0.951394,0.528846,1.152516,0.193727,0.958790,0.930102,0.564803
5,29,1.091362,0.130249,0.961114,0.951049,0.530499,1.144274,0.184320,0.959954,0.928142,0.499085
5,30,1.089354,0.128541,0.960813,0.951300,0.530028,1.155754,0.197789,0.957965,0.927489,0.524301
5,31,1.089270,0.128229,0.961041,0.951708,0.529118,1.157033,0.198673,0.958360,0.926705,0.522864
5,32,1.088003,0.127461,0.960542,0.951447,0.529589,1.156565,0.197033,0.959532,0.929318,0.519206
5,33,1.087178,0.126538,0.960639,0.952168,0.530635,1.163653,0.200535,0.963118,0.924092,0.478443
5,34,1.086961,0.126230,0.960731,0.951938,0.531367,1.157265,0.197883,0.959381,0.927750,0.505749
5,35,1.086458,0.125728,0.960730,0.951677,0.531022,1.138422,0.179022,0.959400,0.930886,0.525869
5,36,1.086601,0.126215,0.960386,0.951457,0.530959,1.153705,0.196260,0.957444,0.928534,0.526130
5,37,1.085122,0.124339,0.960783,0.952921,0.531367,1.164073,0.205696,0.958378,0.922785,0.513065
5,38,1.085025,0.124524,0.960501,0.952430,0.530781,1.156252,0.198308,0.957944,0.925790,0.533055
5,39,1.084991,0.124484,0.960507,0.952085,0.530739,1.153469,0.194628,0.958841,0.928534,0.575255
5,40,1.084141,0.123884,0.960257,0.952712,0.530917,1.157211,0.200039,0.957172,0.927358,0.552391
5,41,1.082934,0.122518,0.960417,0.953486,0.531628,1.151285,0.192804,0.958482,0.928665,0.529658
5,42,1.082801,0.122519,0.960282,0.953225,0.532067,1.152838,0.194527,0.958311,0.926052,0.518422
5,43,1.082997,0.122579,0.960418,0.953109,0.531471,1.140366,0.182574,0.957792,0.930363,0.540502
5,44,1.082662,0.122585,0.960077,0.952743,0.533092,1.163554,0.205722,0.957832,0.923047,0.513980
5,45,1.081629,0.121465,0.960163,0.953486,0.532381,1.143786,0.186421,0.957366,0.928795,0.549778
